,AMP,Pyruvate,Acetyl-CoA,Glutamate,2OG,Oxaloacetate,Glycine,Succinate,UDP-N-acetylglucosamine,lysine,Aspartate,Glutathione,Arginine,Glutamine,Serine,Methionine,Ornithine,Phenylalanine,Tyrosine,Succinyl-CoA,Cysteine,B-Alanine,Propanoyl-CoA,Glucose-1-phosphate,UMP,Dolichyl phosphate,CDP,Choline,G3P,PRPP,Fumarate,Leucine,IMP,Putrescine,Histidine,GMP,Proline,Malate,Citrate,UDP-glucuronic acid,Valine,Cholesterol,Threonine,3PD,dCMP,Lactate,Hypoxanthine,Glucose,Citrulline,GABA,dTMP,dUMP,Xanthine,Chondroitin,Isoleucine,"(E,E)-Farnesyl-PP",Deoxyadenosine,XMP,G6P,dCDP,Spermine,Argininosuccinate,Dolichyl phosphate D-mannose,AICAR,Fatty Acid,Pyrimidine,(Glc)3 (GlcNAc)2 (Man)9 (Asn)1,(GlcNAc)4 (Man)3 (Asn)1,(Gal)2 (GlcA)1 (Xyl)1 (Ser)1,(Gal)1 (GlcNAc)1 (Man)1 (Ser/Thr)1
C.126,0.008231871,-0.0004354529,0.029366225,-0.014810547,0.0038469238,-0.0026229303,-0.014914045,0.01667175,-0.01255806,0.009100508,-0.03161779,-0.0043145013,0.017303992,0.018833047,-0.0060287286,-0.020073399,0.013196394,1.6685575e-05,0.0022355504,0.006161317,0.003246463,0.012108976,0.005324032,-0.008775737,0.018355995,-0.016195953,-0.0070137866,-0.02069955,-0.0005984977,-0.019764807,0.022378989,-0.0059526265,0.003726948,-0.013837579,-0.0032918155,0.010854371,0.0025409143,0.004279554,0.013561413,-0.010251388,-0.00011468073,-1.3884855e-06,-0.018349037,-0.0012017023,4.9035996e-05,-0.004922867,-0.0036194162,-0.013048327,-2.4754554e-05,0.0045942664,0.0046665967,-0.014466263,-0.013317861,-0.017491952,-9.90798e-05,-0.02125623,0.020601334,-0.035957135,0.009942587,-0.01603863,0.020124033,-0.0065650605,0.004593596,-0.013363287,-0.009104952,-0.000106411055,-0.009060442,-0.016676314,-0.0012554489,-0.018119661
B.202,0.0081885755,0.00091027096,0.020523906,-0.013455793,0.01068358,-0.004695384,-0.014806798,0.016952112,-0.010008233,0.008993328,-0.031653814,-0.005093091,0.017303992,0.018012607,-0.006134346,-0.020728827,0.0044159386,1.6685575e-05,0.0022100098,0.006879601,0.0035645044,0.012351925,0.004849892,-0.008775737,0.0046200454,-0.018298592,0.0029762946,-0.02069955,0.00061383843,-0.019846968,0.022444386,-0.0059966445,0.005437553,-0.013870952,-0.003551349,0.010813117,0.010047404,0.0039004982,0.0091753155,-0.010251388,-0.0007461994,-2.59839e-06,-0.018389747,-0.0012418708,0.00011723861,-0.004922867,-0.0036194162,-0.013048327,-2.5372952e-05,0.0045942664,0.0028947294,-0.014394157,-0.013204254,-0.01761154,-0.00025479356,-0.017250322,0.022191787,-0.03620041,0.0059781782,-0.017431367,0.020559892,-0.006564442,0.004535511,-0.014829561,-0.0065492094,-8.982606e-05,-0.009010389,-0.014142178,-0.0011771508,-0.018061576
E.127,0.0081723,0.0007066913,0.008820694,-0.010702968,0.0052546496,-0.0031393152,-0.014192188,0.016964141,-0.005140828,0.008769527,-0.031650357,-0.009716127,0.017303992,0.019371444,-0.006431682,-0.02206567,0.0073370114,1.6685575e-05,0.0022029318,0.010250861,0.004262143,0.012505496,0.005226787,-0.008775737,-0.0002246499,-0.019203898,0.008070994,-0.02069955,-0.00028292835,-0.019625917,0.022443831,-0.0059699416,0.005732566,-0.013880129,-0.0036132187,0.010808624,0.0075814407,0.0034537911,0.012762591,-0.010251388,-0.002435559,-1.6763806e-06,-0.018639073,0.0013269167,0.00010899082,-0.004922867,-0.0036194162,-0.013048327,-2.5313348e-05,0.0045942664,0.0020505637,-0.01440122,-0.013307847,-0.01739005,-0.001024195,-0.006246589,0.02273026,-0.036035694,-0.0014639981,-0.01748475,0.02152796,-0.0065645017,0.004581988,-0.014922574,-0.004463896,-0.00018152781,-0.009185463,-0.011278577,-0.0014001615,-0.018108053
B.203,0.0082018785,0.0006851144,0.008235194,-0.012504965,0.0077083344,-0.007858692,-0.014643023,0.017144613,-0.0062739123,0.008583218,-0.031673744,-0.005522479,0.017303992,0.017432446,-0.0062808804,-0.021392375,0.004063677,1.6685575e-05,0.0022189058,0.009827452,0.0038401196,0.012490088,0.0047202967,-0.008775737,0.0020658076,-0.018115304,0.005319249,-0.02069955,0.0015220046,-0.019609928,0.022454519,-0.0059981346,0.0054160953,-0.013919949,-0.0035887063,0.0108569935,0.010449795,0.0037527382,0.0151144415,-0.010251388,-0.0027346401,-1.5944242e-06,-0.018578514,-0.0006935927,0.00011810288,-0.004922867,-0.0036194162,-0.013048327,-2.572313e-05,0.0045942664,0.0028202385,-0.014393106,-0.013309605,-0.017095461,-0.0006992873,-0.011118777,0.022065414,-0.035966076,0.00047720596,-0.017407026,0.021030232,-0.006564092,0.004468389,-0.014766589,-0.0029653758,-0.00019063242,-0.0073011667,-0.014455415,-0.0017817132,-0.017994454
D.115,0.00820813,0.00011657551,0.007879168,-0.0107527375,0.0069787586,-0.006743146,-0.0145155545,0.016914256,-0.011067616,0.008040175,-0.031667404,-0.007921077,0.017303992,0.017900998,-0.0063414145,-0.021966517,0.005378004,1.6685575e-05,0.002204124,0.015484849,0.0044468762,0.012491213,0.005160328,-0.008775737,0.0016028285,-0.019708294,0.005823504,-0.02069955,0.0030037612,-0.019868627,0.022458341,-0.005990088,0.0060643256,-0.013864472,-0.0035440475,0.010820381,0.009799359,0.003645882,0.0123298615,-0.010251388,-0.0052355616,-2.9886141e-06,-0.018803224,-0.0010075402,0.000118698925,-0.004922867,-0.0036194162,-0.013048327,-2.561137e-05,0.0045942664,0.0027587414,-0.014392681,-0.013217159,-0.017269894,-0.0012516798,-0.011810864,0.022114744,-0.03617052,0.0040867142,-0.017384473,0.021285042,-0.0065642036,0.004455991,-0.015299603,-0.00039331615,-0.00023641624,-0.0043186843,-0.010696359,-0.0016091131,-0.017982056
B.204,0.008180037,0.00022480264,0.011716086,-0.010825545,0.0076342383,-0.0045205485,-0.0145221185,0.017063104,-0.007430004,0.008912623,-0.03169225,-0.008250251,0.017303992,0.018441604,-0.0064118095,-0.021438703,0.0076833796,1.6685575e-05,0.0021827482,0.00778147,0.0037422674,0.01239706,0.005061429,-0.008775737,0.0013853014,-0.018775024,0.006664928,-0.02069955,0.00040031224,-0.01974681,0.022501465,-0.005963385,0.0051925555,-0.013877631,-0.0034626871,0.010836683,0.0073731225,0.0033453852,0.012423471,-0.010251388,-0.0010814159,-2.363231e-06,-0.018537596,-0.0006303452,0.00010209903,-0.004922867,-0.0036194162,-0.013048327,-2.6050955e-05,0.0045942664,0.002278477,-0.014407359,-0.013385035,-0.017259374,-0.00040990068,-0.011027366,0.022450754,-0.035870858,0.0027459972,-0.017388482,0.021033987,-0.006563764,0.0045407563,-0.014493778,-0.0043273717,-0.00022362359,-0.007991806,-0.012149148,-0.0015854947,-0.018066822
B.205,0.008192092,0.00094247237,0.006780993,-0.010232717,0.008363471,-0.007256223,-0.014288964,0.016870115,-0.009897338,0.00881324,-0.03169319,-0.008914676,0.017303992,0.018335039,-0.006543694,-0.021637931,0.0026751459,1.6685575e-05,0.002203796,0.008726424,0.0039832527,0.012642289,0.00508688,-0.008775737,-0.0022794902,-0.018752038,0.00897954,-0.02069955,0.0021560788,-0.019609526,0.022489239,-0.005978048,0.005983144,-0.013876992,-0.0036687702,0.010765143,0.011894165,0.0031030923,0.014671668,-0.010251388,-0.0018357276,-1.6544946e-06,-0.018537775,-0.0006807465,0.00014436617,-0.004922867,-0.0036194162,-0.013048327,-2.6065856e-05,0.0045942664,0.0024681687,-0.014371887,-0.013215102,-0.017256513,-0.0005239621,-0.0098369755,0.022350067,-0.036233164,0.0030513965,-0.017636511,0.021167323,-0.006563749,0.004419051,-0.015207365,-0.0033622235,-0.00026276894,-0.009615377,-0.012303211,-0.0015798323,-0.017945116
A.318,0.008209117,0.0004192628,0.0076858066,-0.0113886,0.006759909,-0.005914746,-0.014665311,0.016914465,-0.011877345,0.008856058,-0.031668738,-0.0066646864,0.017303992,0.017494785,-0.0062225778,-0.021465093,0.0036982633,1.6685575e-05,0.0022216365,0.008226791,0.00384475,0.012369642,0.0049677603,-0.008775737,0.0024196804,-0.017982379,0.0028688125,-0.02069955,0.0004143119,-0.019677289,0.02245469,-0.0059874654,0.0048117116,-0.013877085,-0.003531307,0.0107861385,0.011337159,0.0035696626,0.014576688,-0.010251388,-0.0016814559,-3.5781413e-06,-0.018493697,-0.0006325077,0.00016742572,-0.004922867,-0.0036194162,-0.013048327,-2.5633723e-05,0.0045942664,0.0034881234,-0.014352985,-0.013325788,-0.017433606,-0.00050508976,-0.012095498,0.02178909,-0.036028393,0.0071009956,-0.017627288,0.020999506,-0.0065641813,0.0045832545,-0.014231846,-0.00012813509,-0.0001275856,-0.0053940713,-0.01483912,-0.0014047362,-0.01810932
A.319,0.0081748925,0.00026071444,0.0056766346,-0.011318743,0.00457354,-0.0050670784,-0.014747741,0.017200552,-0.0105909575,0.008823842,-0.03167802,-0.006625202,0.017303992,0.017285766,-0.006182475,-0.021084264,0.007541189,1.6685575e-05,0.002228763,0.0085315835,0.0035443837,0.012566825,0.00480574,-0.008775737,0.0019934475,-0.01911484,0.006610345,-0.02069955,0.0007581338,-0.019756153,0.02244629,-0.0059971213,0.005788408,-0.013878253,-0.0037754774,0.010872815,0.0074470323,0.0037915409,0.015599534,-0.010251388,-0.0020745187,-5.0449744e-06,-0.018532827,-0.0006755758,9.4644725e-05,-0.004922867,-0.0036194162,-0.013048327,-2.5797635e-05,0.0045942664,0.0021912903,-0.0144146755,-0.013292141,-0.017473757,-0.00047338987,-0.01530894,0.022566436,-0.035962142,0.005605351,-0.0173994,0.020790055,-0.0065640174,0.0044897273,-0.015068725,0.0063344985,-8.059852e-05,-0.0077326596,-0.012552179,-0.0013820492,-0.018015793
B.206,0.0081945695,0.0008924939,0.014752574,-0.0123717785,0.005380192,-0.005414827,-0.014672641,0.016963009,-0.0090999175,0.008642949,-0.03167887,-0.00604705,0.017303992,0.017780395,-0.006263789,-0.021334246,0.001740763,1.6685575e-05,0.0022098683,0.008597786,0.0037073633,0.012418592,0.004971903,-0.008775737,0.0004093945,-0.018357363,0.0063375942,-0.02069955,0.001015164,-0.019876823,0.022463486,-0.0059788823,0.0056171343,-0.013879028,-0.0035339594,0.01086596,0.012659578,0.003627494,0.015064672,-0.010251388,-0.0017645746,-2.0819716e-06,-0.018589988,-0.00085474923,0.00013027713,-0.004922867,-0.0036194162,-0.013048327,-2.5812536e-05,0.0045942664,0.0025595874,-0.014382511,-0.013320006,-0.017395668,-0.00037960848,-0.0144330915,0.022213778,-0.03593222,0.0040782653,-0.01759639,0.02094759,-0.0065640025,0.0045774877,-0.014911309,-0.0040449053,-0.00017388351,-0.00889954,-0.01300893,-0.0014969297,-0.018103553
A.320,0.008201111,0.00037785247,0.025250435,-0.013411865,0.006611244,-0.00394593,-0.014723791,0.016826779,-0.01136394,0.008883715,-0.03167332,-0.0047726785,0.017303992,0.01774277,-0.0062010586,-0.020967767,0.005630506,1.6685575e-05,0.0022212751,0.008580776,0.0035738358,0.012179421,0.005259853,-0.008775737,0.0071822703,-0.017568965,0.0005301051,-0.02069955,-5.275011e-06,-0.019684456,0.022445325,-0.005984932,0.004834749,-0.013860703,-0.003360927,0.010883283,0.009096859,0.0037799925,0.012392327,-0.010251388,-0.0017308085,-1.9141007e-06,-0.0185505,-0.00082629954,0.00011042878,-0.004922867,-0.0036194162,-0.013048327,-2.5715679e-05,0.0045942664,0.003209442,-0.014399879,-0.013272472,-0.017322004,-0.000686476,-0.019720966,0.021947151,-0.03596524,0.007642206,-0.017284129,0.020685092,-0.0065640993,0.004597433,-0.014337555,-0.008103192,-0.00010774471,-0.006323427,-0.01462578,-0.0014705472,-0.018123498
D.116,0.008187156,0.0008249469,0.013190005,-0.012235194,0.008113057,-0.005542977,-0.014637126,0.016993683,-0.009627001,0.008737065,-0.03168791,-0.0060435985,0.017303992,0.017645227,-0.0062869936,-0.02120243,0.0048627723,1.6685575e-05,0.0022148006,0.009055739,0.003617418,0.012456881,0.0050868057,-0.008775737,0.0020653307,-0.0181453,0.0053260513,-0.02069955,0.00048068166,-0.019857861,0.022471886,-0.0059744716,0.005595453,-0.013873612,-0.0035019517,0.0108560845,0.009567438,0.0034843236,0.012496516,-0.010251388,-0.0019796877,-1.7955899e-06,-0.018608168,-0.00075043796,0.00011977181,-0.004922867,-0.0036194162,-0.013048327,-2.5972724e-05,0.0045942664,0.0023762286,-0.014391772,-0.013256885,-0.017259374,-0.00041752355,-0.01163756,0.022386624,-0.03605271,0.0050768517,-0.017497618,0.020860061,-0.0065638423,0.0045684725,-0.014907196,-0.005642578,-0.00024417974,-0.0078107715,-0.013568513,-0.0015838109,-0.018094538
A.321,0.008197729,0.0003693886,0.0027431585,-0.01233837,0.006244936,-0.007256059,-0.014611209,0.016828429,-0.01163085,0.008902654,-0.031679146,-0.0061014933,0.017303992,0.017699273,-0.006214168,-0.021682754,0.003987005,1.6685575e-05,0.0022167712,0.007477777,0.0040989453,0.012552725,0.0050884746,-0.008775737,-0.0011182725,-0.019217394,0.0057599954,-0.02069955,0.0006881282,-0.019740954,0.022467311,-0.0059735477,0.005222164,-0.013880351,-0.0037158579,0.010785803,0.011209784,0.0035233498,0.016494945,-0.010251388,-0.0011680066,-2.8284267e-06,-0.01848422,-0.0007213084,0.00018687919,-0.004922867,-0.0036194162,-0.013048327,-2.5819987e-05,0.0045942664,0.003170848,-0.01433856,-0.013304539,-0.017333403,-0.00027777907,-0.0074660713,0.022071084,-0.03606481,0.0065160356,-0.017846074,0.021179214,-0.006563995,0.0045729578,-0.014524385,-0.0013170689,-0.00012611784,-0.0033541918,-0.012385882,-0.0015135668,-0.018099023
B.207,0.008186568,0.0005680211,0.012969688,-0.012018353,0.005758674,-0.0060033333,-0.014624091,0.01700057,-0.010154115,0.00867828,-0.031690978,-0.0065153656,0.017303992,0.017845886,-0.006301474,-0.02111502,0.0022931234,1.6685575e-05,0.0022121258,0.00859792,0.0037184665,0.012593979,0.0050072633,-0.008775737,0.00059360266,-0.018410116,0.0069533773,-0.02069955,0.0018766373,-0.019739337,0.022478934,-0.0059774816,0.005668916,-0.0138721485,-0.003715977,0.010835286,0.012367187,0.003522709,0.015302196,-0.010251388,-0.0017144321,-2.739951e-06,-0.0186034,-0.0008677277,0.00011692569,-0.004922867,-0.0036194162,-0.013048327,-2.6028603e-05,0.0045942664,0.0024245232,-0.014394298,-0.013298042,-0.01738023,-0.0003694035,-0.015903864,0.022395974,-0.036018975,0.004071187,-0.017491978,0.020800784,-0.0065637864,0.0045853853,-0.014924869,-0.0013990253,-0.0001672525,-0.008567914,-0.013279729,-0.0015255101,-0.01811145
B.208,0.008180693,0.0007379241,0.008149419,-0.010839701,0.006794975,-0.005218176,-0.014569895,0.016835682,-0.01142587,0.008674577,-0.031650692,-0.007471305,0.017303992,0.01747066,-0.00627172,-0.021511137,0.00070883334,1.6685575e-05,0.0022041611,0.009312728,0.003975698,0.012628349,0.00517356,-0.008775737,-0.00032690167,-0.018963754,0.0077908672,-0.02069955,0.0010781735,-0.019874357,0.022452746,-0.005978793,0.0056424662,-0.013890776,-0.003714025,0.010843582,0.013998536,0.0033812225,0.013552114,-0.010251388,-0.0020937263,-2.7636997e-06,-0.018614456,-0.00062742736,0.000114988536,-0.004922867,-0.0036194162,-0.013048327,-2.5320798e-05,0.0045942664,0.0022762716,-0.014395721,-0.013342716,-0.017025903,-0.00055781845,-0.013483333,0.022472689,-0.035933055,0.0058655255,-0.017507363,0.02106978,-0.006564494,0.00459316,-0.01482971,0.0014410466,-0.00020357408,-0.0042084754,-0.013425253,-0.0018709861,-0.018119225
A.322,0.008220296,0.0003025569,0.014677674,-0.013496622,0.0068564126,-0.0056081694,-0.014661115,0.016898293,-0.010171043,0.008875407,-0.03166892,-0.0041493797,0.017303992,0.017252723,-0.006277036,-0.02102521,0.0037203748,1.6685575e-05,0.0022099167,0.008011771,0.0036202064,0.012311788,0.0052023046,-0.008775737,0.00865069,-0.01736001,0.00028270856,-0.02069955,8.175522e-05,-0.01968906,0.022452906,-0.005970508,0.004469499,-0.013848891,-0.003416583,0.010874156,0.011155782,0.0038196743,0.013743803,-0.010251388,-0.0012352406,-2.9583462e-06,-0.018557206,-0.000746239,8.650869e-05,-0.004922867,-0.0036194162,-0.013048327,-2.5637448e-05,0.0045942664,0.0036611557,-0.014422581,-0.013363667,-0.017330192,-0.00045190426,-0.014776704,0.021433903,-0.0358435,0.0062437616,-0.016870908,0.020712718,-0.0065641776,0.0046169423,-0.014004961,-0.0040708333,-0.00018445589,-0.0063955784,-0.01525002,-0.0015063621,-0.018143008
B.209,0.008206144,0.00059421733,0.014628641,-0.012355149,0.00842432,-0.004409386,-0.014482679,0.016862735,-0.009512531,0.008523621,-0.031726602,-0.005955097,0.017303992,0.017655486,-0.0064553656,-0.02093494,0.0034313276,1.6685575e-05,0.0022090226,0.0105669,0.003640526,0.01234244,0.005230006,-0.008775737,0.0011795461,-0.018377742,0.005508933,-0.02069955,0.00076992065,-0.019897185,0.022521593,-0.0059779584,0.006319642,-0.013816471,-0.0034771413,0.010843866,0.011208115,0.0035232157,0.010268524,-0.010251388,-0.0027639656,-1.7848797e-06,-0.018694505,-0.00078183087,0.0001344569,-0.004922867,-0.0036194162,-0.013048327,-2.6665628e-05,0.0045942664,0.0026776046,-0.014379203,-0.0131338015,-0.017383732,-0.0005204333,-0.012128402,0.022253433,-0.036268033,0.004745405,-0.017566804,0.0206597,-0.0065631494,0.0045387223,-0.015596285,-0.0052874833,-0.00015454926,-0.005625814,-0.015055664,-0.0014396645,-0.018064788
A.323,0.008220054,0.0015714504,0.0033435524,-0.014552027,0.011925782,-0.005943699,-0.014761284,0.01673745,-0.008886354,0.009080406,-0.03171246,-0.0033049877,0.017303992,0.017447056,-0.006179346,-0.02146013,0.0038290368,1.6685575e-05,0.0021983087,0.006050568,0.0036271103,0.012513464,0.005333092,-0.008775737,0.0076562464,-0.017987754,0.0001261644,-0.02069955,0.00074816495,-0.019769154,0.022513248,-0.0059465766,0.004326336,-0.013890944,-0.0037354976,0.010839745,0.009798376,0.0037456304,0.009335563,-0.010251388,-0.0001539602,-3.6214478e-06,-0.018401578,-0.0009649489,0.00011326745,-0.004922867,-0.0036194162,-0.013048327,-2.6412308e-05,0.0045942664,0.0042523444,-0.014397725,-0.013310082,-0.017699137,-5.7345722e-05,-0.004299635,0.021305757,-0.03599281,0.004701268,-0.016986582,0.021090552,-0.0065634027,0.00461141,-0.013845161,-0.0039595217,-6.7217276e-05,-0.008881241,-0.014428176,-0.0011068247,-0.018137475
A.324,0.00819017,0.0007263459,0.014383484,-0.0123055875,0.0068596834,-0.0047188383,-0.01464501,0.016985338,-0.009230839,0.008778453,-0.031694528,-0.0061123655,0.017303992,0.017767811,-0.0062949806,-0.021308988,0.0059145764,1.6685575e-05,0.0022131354,0.008431071,0.0037013767,0.012334885,0.00501677,-0.008775737,0.004623592,-0.018701876,0.0049230345,-0.02069955,0.00045704842,-0.019888192,0.022477124,-0.0059764683,0.0054371357,-0.013886715,-0.003399387,0.010852896,0.008545009,0.0033017695,0.0133487135,-0.010251388,-0.0016296147,-1.761131e-06,-0.018562153,-0.0008033815,7.5187534e-05,-0.004922867,-0.0036194162,-0.013048327,-2.6091933e-05,0.0045942664,0.0026255697,-0.014434285,-0.013321735,-0.017512776,-0.00040810648,-0.011630128,0.022234628,-0.03595326,0.004843708,-0.01702169,0.020965084,-0.006563723,0.004508093,-0.0147164315,-0.006250158,-0.00022474863,-0.008513153,-0.012372635,-0.0013170429,-0.018034158
A.325,0.008222304,0.0009392239,0.0027027652,-0.011385143,0.006050461,-0.006942956,-0.014742145,0.016896438,-0.009955989,0.008603029,-0.03165609,-0.006258611,0.017303992,0.017179126,-0.006197691,-0.02127774,-0.00020610541,1.6685575e-05,0.0022256747,0.009942753,0.0037963996,0.012396181,0.005237382,-0.008775737,0.0078395605,-0.019149907,0.00058795884,-0.02069955,0.0006332621,-0.019575275,0.022424668,-0.005972475,0.0048137903,-0.0138794435,-0.003609702,0.010849666,0.014570145,0.0036941767,0.015157744,-0.010251388,-0.0025008558,-3.2633543e-06,-0.0186802,-0.00084912777,9.2018396e-05,-0.004922867,-0.0036194162,-0.013048327,-2.541393e-05,0.0045942664,0.0040811747,-0.014416814,-0.013311692,-0.017042458,-0.0004893937,-0.009726782,0.021286966,-0.035975046,0.0051917844,-0.01687527,0.020914689,-0.006564401,0.0039637387,-0.014278755,0.0018530637,-7.5729564e-05,-0.008386582,-0.011272512,-0.0017774664,-0.017489804
B.210,0.008135356,0.000753317,0.011900213,-0.010293484,0.005260789,-0.0044943225,-0.014719542,0.016929924,-0.010931002,0.0087863505,-0.031703204,-0.008085268,0.017303992,0.017556222,-0.006211076,-0.021039546,0.0015442418,1.6685575e-05,0.0022145621,0.008564735,0.0038317284,0.012316095,0.0049012713,-0.008775737,-0.0030235946,-0.018479364,0.009694133,-0.02069955,0.0011555701,-0.019907556,0.022491675,-0.0059950054,0.0064079985,-0.013857745,-0.0034408122,0.010857526,0.013003407,0.0034438223,0.014756128,-0.010251388,-0.0019511669,-1.8626451e-06,-0.018506393,-0.0009847246,0.0001427047,-0.004922867,-0.0036194162,-0.013048327,-2.624467e-05,0.0045942664,0.0011408478,-0.014372975,-0.013163604,-0.017507657,-0.00048133032,-0.010936104,0.023340242,-0.036196835,0.00579397,-0.017927911,0.020759359,-0.0065635704,0.0045502633,-0.0155221075,-0.004033372,-0.00016453303,-0.008284837,-0.01295539,-0.0013436191,-0.018076329
A.326,0.008135803,0.00080363825,0.027056802,-0.014045358,0.0069835046,-0.005551679,-0.014611611,0.016943842,-0.011938544,0.008761369,-0.031674534,-0.0041752495,0.017303992,0.017618375,-0.0063296556,-0.021041676,0.005545661,1.6685575e-05,0.0022205785,0.0089040045,0.0036274423,0.0121885855,0.005168643,-0.008775737,0.0032581985,-0.018089645,0.0057091974,-0.02069955,0.0002604723,-0.01999098,0.022451073,-0.0059832036,0.0059005097,-0.013852003,-0.0033778995,0.010875098,0.008995114,0.0039893836,0.013101384,-0.010251388,-0.0020476817,-1.6595877e-06,-0.018612579,-0.0012049899,9.5341355e-05,-0.004922867,-0.0036194162,-0.013048327,-2.573803e-05,0.0045942664,0.0013884753,-0.014414661,-0.01319585,-0.017306663,-0.0004099009,-0.02198743,0.023002313,-0.03610719,0.008241605,-0.017552402,0.0207787,-0.006564077,0.0045698956,-0.015226439,-0.008965969,-9.99365e-05,-0.007310182,-0.014093377,-0.0014918335,-0.01809596
B.211,0.008210976,-0.00022479519,0.0020260736,-0.012343109,0.006246836,-0.0086164605,-0.014181869,0.016921274,-0.011536928,0.008713543,-0.031719863,-0.0057433364,0.017303992,0.017403672,-0.006698195,-0.02169004,0.009933202,1.6685575e-05,0.0020963922,0.007916955,0.0043226564,0.012639726,0.0050027333,-0.008775737,0.004845798,-0.02057346,0.004874382,-0.02069955,-0.0007098615,-0.019611329,0.022627,-0.005975783,0.005671993,-0.0138623575,-0.003822863,0.010808192,0.0057014804,0.0037205368,0.017424509,-0.010251388,-0.0013029068,-1.5227124e-06,-0.018565878,-0.0012432011,7.419661e-05,-0.004922867,-0.0036194162,-0.013048327,-2.6542693e-05,0.0045942664,0.0032362193,-0.014435522,-0.013261087,-0.01740826,-0.00040429365,-0.004023226,0.021983927,-0.036113806,0.00829215,-0.0168706,0.021152988,-0.0065632723,0.0046302564,-0.014978573,-0.004747674,-0.00010611303,-0.004422903,-0.008970745,-0.0014305897,-0.018156322
C.127,0.008228544,-0.0002529584,0.024881713,-0.016705707,0.0025305096,-0.0025232863,-0.014867388,0.016951837,-0.011799039,0.009089649,-0.031616576,-0.0024801097,0.017303992,0.018912079,-0.006075673,-0.020098954,0.013233427,1.6685575e-05,0.0022420771,0.0060922997,0.0033096597,0.012012789,0.005099248,-0.008775737,0.020025164,-0.015591936,-0.007153373,-0.02069955,-0.0004349053,-0.01969646,0.022366315,-0.0059471726,0.0035119578,-0.013823471,-0.0032077432,0.010896668,0.0023010056,0.004316315,0.014740631,-0.010251388,-0.00014675548,-1.295004e-06,-0.018371984,-0.0012955358,3.6343932e-05,-0.004922867,-0.0036194162,-0.013048327,-2.4732202e-05,0.0045942664,0.0042851716,-0.01448717,-0.013374515,-0.017416805,-5.458668e-05,-0.016309893,0.021078845,-0.03575457,0.009111654,-0.015937679,0.020089671,-0.006565083,0.0045988783,-0.013165727,-0.009589627,-9.429641e-05,-0.0073912144,-0.017772175,-0.0013492964,-0.018124944
A.327,0.008177049,0.0009737946,0.015241269,-0.011702687,0.005506479,-0.004353313,-0.014572097,0.016796011,-0.00893526,0.008869134,-0.0316725,-0.0073896204,0.017303992,0.018463703,-0.006350938,-0.021395847,0.0045907646,1.6685575e-05,0.002204463,0.008464189,0.0037548738,0.012425402,0.0052542053,-0.008775737,0.0016460419,-0.01850151,0.0059237964,-0.02069955,0.00063711405,-0.01967869,0.022466395,-0.005972922,0.0053667948,-0.013859275,-0.00355573,0.010830041,0.0098958295,0.0036368072,0.014059767,-0.010251388,-0.0016182153,-1.5036203e-06,-0.018547192,-0.0006510122,0.000114206225,-0.004922867,-0.0036194162,-0.013048327,-2.5700778e-05,0.0045942664,0.0021057278,-0.014396504,-0.0133340135,-0.017220646,-0.0005909209,-0.011628612,0.022652047,-0.035966225,0.0038201623,-0.017537627,0.020974115,-0.0065641142,0.0045230314,-0.014683798,-0.006568268,-0.00015892275,-0.008842558,-0.012947835,-0.0016027652,-0.018049097
A.328,0.008158065,0.00072172657,0.0112673715,-0.010620564,0.0077339867,-0.0059573036,-0.014512094,0.017264314,-0.0075708795,0.008688651,-0.03170454,-0.007627454,0.017303992,0.017422209,-0.006412111,-0.021644145,0.0050959047,1.6685575e-05,0.0021868497,0.0098456945,0.0038587311,0.012363451,0.004622694,-0.008775737,-0.0001399517,-0.019179994,0.008920897,-0.02069955,0.0008308366,-0.020034023,0.022517096,-0.0060031414,0.005970463,-0.013897412,-0.0034127086,0.010871604,0.009336261,0.0035048723,0.013579592,-0.010251388,-0.0028103678,-1.3781246e-06,-0.018543974,-0.00053427275,8.78945e-05,-0.004922867,-0.0036194162,-0.013048327,-2.6270747e-05,0.0045942664,0.001658082,-0.0144210085,-0.013325311,-0.017498612,-0.0007358892,-0.009151559,0.02280082,-0.035911687,0.002560135,-0.017384082,0.021202013,-0.0065635443,0.004451059,-0.015089914,-0.0064100474,-0.00023999251,-0.007670343,-0.011613183,-0.0013554357,-0.017977124
B.212,0.008129455,0.0012028106,0.0076214597,-0.011808097,0.008137257,-0.0050537568,-0.014399437,0.016794913,-0.010233702,0.00889381,-0.03169368,-0.0076390062,0.017303992,0.01867325,-0.006472867,-0.021787569,0.0026091412,1.6685575e-05,0.0022013932,0.0079360735,0.0038210424,0.012206534,0.0052864514,-0.008775737,-0.0010781884,-0.019754745,0.008849215,-0.02069955,-0.00017127395,-0.019679442,0.022487614,-0.0059682727,0.005673602,-0.01384532,-0.0033542663,0.0107861385,0.011568515,0.0035342872,0.012238815,-0.010251388,-0.001300761,-1.7825514e-06,-0.018545255,0.00020074472,0.00011720881,-0.004922867,-0.0036194162,-0.013048327,-2.6077032e-05,0.0045942664,0.0013547689,-0.014394425,-0.013303287,-0.017227694,-0.0004181657,-0.008179077,0.023130523,-0.0360666,0.004996013,-0.017725606,0.021247283,-0.006563738,0.0043809935,-0.014892355,-0.0033034533,-0.00014151819,-0.009791315,-0.010098718,-0.0015774928,-0.017907059
