"Ligand","Receptor","Annotation","Reference"
"Klk1b5","Ntrk1","Secreted Signaling","NicheNet_v2_omnipath"
"Klk1b8","Epor","Secreted Signaling","NicheNet_v2_omnipath"
"Klk1b8","Ntrk1","Secreted Signaling","NicheNet_v2_omnipath"
"Klk1b9","Epor","Secreted Signaling","NicheNet_v2_omnipath"
"Klk1b9","Ntrk1","Secreted Signaling","NicheNet_v2_omnipath"
"Klkb1","F12","Secreted Signaling","NicheNet_v2_omnipath"
"Kng1","Bdkrb1","Secreted Signaling","NicheNet_v2_omnipath"
"Kng1","Bdkrb2","Secreted Signaling","NicheNet_v2_omnipath"
"Kng1","Cd93","Secreted Signaling","NicheNet_v2_omnipath"
"Kng1","Gp1ba","Secreted Signaling","NicheNet_v2_omnipath"
"Kng1","Gpr135","Secreted Signaling","NicheNet_v2_omnipath"
"Kng1","Itgb2","Secreted Signaling","NicheNet_v2_omnipath"
"Kng1","Itgb2l","Secreted Signaling","NicheNet_v2_omnipath"
"Kng1","Plaur","Secreted Signaling","NicheNet_v2_omnipath"
"Kng1","Rxfp4","Secreted Signaling","NicheNet_v2_omnipath"
"Kng1","Sdc2","Secreted Signaling","NicheNet_v2_omnipath"
"Kng2","Bdkrb1","Secreted Signaling","NicheNet_v2_omnipath"
"Kng2","Bdkrb2","Secreted Signaling","NicheNet_v2_omnipath"
"Kng2","Cd93","Secreted Signaling","NicheNet_v2_omnipath"
"Kng2","Gp1ba","Secreted Signaling","NicheNet_v2_omnipath"
"Kng2","Gpr135","Secreted Signaling","NicheNet_v2_omnipath"
"Kng2","Itgb2","Secreted Signaling","NicheNet_v2_omnipath"
"Kng2","Itgb2l","Secreted Signaling","NicheNet_v2_omnipath"
"Kng2","Plaur","Secreted Signaling","NicheNet_v2_omnipath"
"Kng2","Rxfp4","Secreted Signaling","NicheNet_v2_omnipath"
"Kng2","Sdc2","Secreted Signaling","NicheNet_v2_omnipath"
"L1cam","Alcam","Secreted Signaling","NicheNet_v2_omnipath"
"L1cam","Cd9","Secreted Signaling","NicheNet_v2_omnipath"
"L1cam","Chl1","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"L1cam","Cntn1","Secreted Signaling","NicheNet_v2_omnipath"
"L1cam","Egfr","Secreted Signaling","NicheNet_v2_omnipath"
"L1cam","Ephb2","Secreted Signaling","NicheNet_v2_omnipath"
"L1cam","Erbb2","Secreted Signaling","NicheNet_v2_omnipath"
"L1cam","Erbb3","Secreted Signaling","NicheNet_v2_omnipath"
"L1cam","Ezr","Secreted Signaling","NicheNet_v2_omnipath"
"L1cam","Fgfr1","Secreted Signaling","NicheNet_v2_omnipath"
"L1cam","Itga4","Secreted Signaling","NicheNet_v2_omnipath"
"L1cam","Itga5","Secreted Signaling","NicheNet_v2_omnipath"
"L1cam","Itgav","Secreted Signaling","NicheNet_v2_omnipath"
"L1cam","Itgb3","Secreted Signaling","NicheNet_v2_omnipath"
"L1cam","Itgb7","Secreted Signaling","NicheNet_v2_omnipath"
"L1cam","L1cam","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"L1cam","Lvrn","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"L1cam","Ncam1","Secreted Signaling","NicheNet_v2_omnipath"
"L1cam","Nrp1","Secreted Signaling","NicheNet_v2_omnipath"
"L1cam","Plxna1","Secreted Signaling","NicheNet_v2_omnipath"
"L1cam","Ptprz1","Secreted Signaling","NicheNet_v2_omnipath"
"Lama1","Cd44","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Lama1","Dag1","Secreted Signaling","NicheNet_v2_omnipath"
"Lama1","Itga1","Secreted Signaling","NicheNet_v2_omnipath"
"Lama1","Itga2","Secreted Signaling","NicheNet_v2_omnipath"
"Lama1","Itga3","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Lama1","Itga6","Secreted Signaling","NicheNet_v2_omnipath"
"Lama1","Itga7","Secreted Signaling","NicheNet_v2_omnipath"
"Lama1","Itga9","Secreted Signaling","NicheNet_v2_omnipath"
"Lama1","Itgav","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Lama1","Itgb1","Secreted Signaling","NicheNet_v2_omnipath"
"Lama1","Itgb4","Secreted Signaling","NicheNet_v2_omnipath"
"Lama1","Itgb8","Secreted Signaling","NicheNet_v2_omnipath"
"Lama1","Nt5e","Secreted Signaling","NicheNet_v2_omnipath"
"Lama1","Rpsa","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Lama1","Sv2a","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Lama1","Tmprss6","Secreted Signaling","NicheNet_v2_omnipath"
"Lama2","Dag1","Secreted Signaling","NicheNet_v2_omnipath"
"Lama2","Itga1","Secreted Signaling","NicheNet_v2_omnipath"
"Lama2","Itga2","Secreted Signaling","NicheNet_v2_omnipath"
"Lama2","Itga3","Secreted Signaling","NicheNet_v2_omnipath"
"Lama2","Itga6","Secreted Signaling","NicheNet_v2_omnipath"
"Lama2","Itga7","Secreted Signaling","NicheNet_v2_omnipath"
"Lama2","Itga9","Secreted Signaling","NicheNet_v2_omnipath"
"Lama2","Itgb1","Secreted Signaling","NicheNet_v2_omnipath"
"Lama2","Itgb4","Secreted Signaling","NicheNet_v2_omnipath"
"Lama2","Rpsa","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Lama3","Itga3","Secreted Signaling","NicheNet_v2_omnipath"
"Lama3","Itga6","Secreted Signaling","NicheNet_v2_omnipath"
"Lama3","Itgb1","Secreted Signaling","NicheNet_v2_omnipath"
"Lama3","Itgb4","Secreted Signaling","NicheNet_v2_omnipath"
"Lama3","Sdc2","Secreted Signaling","NicheNet_v2_omnipath"
"Lama4","Itga3","Secreted Signaling","NicheNet_v2_omnipath"
"Lama4","Itga6","Secreted Signaling","NicheNet_v2_omnipath"
"Lama4","Itga9","Secreted Signaling","NicheNet_v2_omnipath"
"Lama4","Itgav","Secreted Signaling","NicheNet_v2_omnipath"
"Lama4","Itgb1","Secreted Signaling","NicheNet_v2_omnipath"
"Lama5","Bcam","Secreted Signaling","NicheNet_v2_omnipath"
"Lama5","Cd151","Secreted Signaling","NicheNet_v2_omnipath"
"Lama5","Dag1","Secreted Signaling","NicheNet_v2_omnipath"
"Lama5","Itga2","Secreted Signaling","NicheNet_v2_omnipath"
"Lama5","Itga3","Secreted Signaling","NicheNet_v2_omnipath"
"Lama5","Itga6","Secreted Signaling","NicheNet_v2_omnipath"
"Lama5","Itgb1","Secreted Signaling","NicheNet_v2_omnipath"
"Lama5","Itgb4","Secreted Signaling","NicheNet_v2_omnipath"
"Lama5","Sdc1","Secreted Signaling","NicheNet_v2_omnipath"
"Lama5","Sv2a","Secreted Signaling","NicheNet_v2_omnipath"
"Lamb1","Cd151","Secreted Signaling","NicheNet_v2_omnipath"
"Lamb1","Itga1","Secreted Signaling","NicheNet_v2_omnipath"
"Lamb1","Itga2","Secreted Signaling","NicheNet_v2_omnipath"
"Lamb1","Itga3","Secreted Signaling","NicheNet_v2_omnipath"
"Lamb1","Itga6","Secreted Signaling","NicheNet_v2_omnipath"
"Lamb1","Itga7","Secreted Signaling","NicheNet_v2_omnipath"
"Lamb1","Itga9","Secreted Signaling","NicheNet_v2_omnipath"
"Lamb1","Itgav","Secreted Signaling","NicheNet_v2_omnipath"
"Lamb1","Itgb1","Secreted Signaling","NicheNet_v2_omnipath"
"Lamb1","Itgb4","Secreted Signaling","NicheNet_v2_omnipath"
"Lamb1","Itgb8","Secreted Signaling","NicheNet_v2_omnipath"
"Lamb2","Itga3","Secreted Signaling","NicheNet_v2_omnipath"
"Lamb2","Itga6","Secreted Signaling","NicheNet_v2_omnipath"
"Lamb2","Itgb1","Secreted Signaling","NicheNet_v2_omnipath"
"Lamb2","Itgb4","Secreted Signaling","NicheNet_v2_omnipath"
"Lamb2","Rpsa","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Lamb3","Cd151","Secreted Signaling","NicheNet_v2_omnipath"
"Lamb3","Itga2","Secreted Signaling","NicheNet_v2_omnipath"
"Lamb3","Itga3","Secreted Signaling","NicheNet_v2_omnipath"
"Lamb3","Itga6","Secreted Signaling","NicheNet_v2_omnipath"
"Lamb3","Itgb1","Secreted Signaling","NicheNet_v2_omnipath"
"Lamb3","Itgb4","Secreted Signaling","NicheNet_v2_omnipath"
"Lamc1","Itga1","Secreted Signaling","NicheNet_v2_omnipath"
"Lamc1","Itga2","Secreted Signaling","NicheNet_v2_omnipath"
"Lamc1","Itga3","Secreted Signaling","NicheNet_v2_omnipath"
"Lamc1","Itga6","Secreted Signaling","NicheNet_v2_omnipath"
"Lamc1","Itga7","Secreted Signaling","NicheNet_v2_omnipath"
"Lamc1","Itgav","Secreted Signaling","NicheNet_v2_omnipath"
"Lamc1","Itgb1","Secreted Signaling","NicheNet_v2_omnipath"
"Lamc1","Itgb4","Secreted Signaling","NicheNet_v2_omnipath"
"Lamc2","Cd151","Secreted Signaling","NicheNet_v2_omnipath"
"Lamc2","Itga2","Secreted Signaling","NicheNet_v2_omnipath"
"Lamc2","Itga3","Secreted Signaling","NicheNet_v2_omnipath"
"Lamc2","Itga6","Secreted Signaling","NicheNet_v2_omnipath"
"Lamc2","Itga9","Secreted Signaling","NicheNet_v2_omnipath"
"Lamc2","Itgb1","Secreted Signaling","NicheNet_v2_omnipath"
"Lamc2","Itgb4","Secreted Signaling","NicheNet_v2_omnipath"
"Lamc3","Cd44","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Lamc3","Dag1","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Lamc3","Itga1","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Lamc3","Itga2","Secreted Signaling","NicheNet_v2_omnipath"
"Lamc3","Itga3","Secreted Signaling","NicheNet_v2_omnipath"
"Lamc3","Itga6","Secreted Signaling","NicheNet_v2_omnipath"
"Lamc3","Itga7","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Lamc3","Itga9","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Lamc3","Itgav","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Lamc3","Itgb1","Secreted Signaling","NicheNet_v2_omnipath"
"Lamc3","Itgb4","Secreted Signaling","NicheNet_v2_omnipath"
"Lamc3","Itgb8","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Lamc3","Sv2c","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Layn","Gp5","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Layn","Ly6g6f","Secreted Signaling","NicheNet_v2_omnipath"
"Lcn11","Ptprc","Secreted Signaling","NicheNet_v2_omnipath"
"Lcn2","Fcgr3","Secreted Signaling","NicheNet_v2_omnipath"
"Lcn2","Fcgr2b","Secreted Signaling","NicheNet_v2_omnipath"
"Lcn2","Lrp2","Secreted Signaling","NicheNet_v2_omnipath"
"Leap2","Ghsr","Secreted Signaling","NicheNet_v2_omnipath"
"Lefty1","Acvr1b","Secreted Signaling","NicheNet_v2_omnipath"
"Lefty1","Acvr2a","Secreted Signaling","NicheNet_v2_omnipath"
"Lefty1","Acvr2b","Secreted Signaling","NicheNet_v2_omnipath"
"Lefty2","Acvr1b","Secreted Signaling","NicheNet_v2_omnipath"
"Lefty2","Acvr2a","Secreted Signaling","NicheNet_v2_omnipath"
"Lefty2","Acvr2b","Secreted Signaling","NicheNet_v2_omnipath"
"Lep","Islr2","Secreted Signaling","NicheNet_v2_omnipath"
"Lep","Lepr","Secreted Signaling","NicheNet_v2_omnipath"
"Lep","Lrp2","Secreted Signaling","NicheNet_v2_omnipath"
"Lfng","Notch1","Secreted Signaling","NicheNet_v2_omnipath"
"Lfng","Notch2","Secreted Signaling","NicheNet_v2_omnipath"
"Lgals1","Cd69","Secreted Signaling","NicheNet_v2_omnipath"
"Lgals1","Itgb1","Secreted Signaling","NicheNet_v2_omnipath"
"Lgals1","Ptprc","Secreted Signaling","NicheNet_v2_omnipath"
"Lgals3","Anxa2","Secreted Signaling","NicheNet_v2_omnipath"
"Lgals3","Eng","Secreted Signaling","NicheNet_v2_omnipath"
"Lgals3","Lag3","Secreted Signaling","NicheNet_v2_omnipath"
"Lgals3","Mcam","Secreted Signaling","NicheNet_v2_omnipath"
"Lgals3","Ptprk","Secreted Signaling","NicheNet_v2_omnipath"
"Lgals3bp","Cd33","Secreted Signaling","NicheNet_v2_omnipath"
"Lgals3bp","Itgb1","Secreted Signaling","NicheNet_v2_omnipath"
"Lgi1","Adam23","Secreted Signaling","NicheNet_v2_omnipath"
"Lgi1","Rtn4r","Secreted Signaling","NicheNet_v2_omnipath"
"Lgi2","Adam23","Secreted Signaling","NicheNet_v2_omnipath"
"Lgi3","Adam23","Secreted Signaling","NicheNet_v2_omnipath"
"Lgi3","Stx1a","Secreted Signaling","NicheNet_v2_omnipath"
"Lgi4","Adam23","Secreted Signaling","NicheNet_v2_omnipath"
"Lhb","Adcyap1r1","Secreted Signaling","NicheNet_v2_omnipath"
"Lhb","Adrb2","Secreted Signaling","NicheNet_v2_omnipath"
"Lhb","Adrb3","Secreted Signaling","NicheNet_v2_omnipath"
"Lhb","Gpr20","Secreted Signaling","NicheNet_v2_omnipath"
"Lhb","Gpr84","Secreted Signaling","NicheNet_v2_omnipath"
"Lhb","Lhcgr","Secreted Signaling","NicheNet_v2_omnipath"
"Lhb","Pth1r","Secreted Signaling","NicheNet_v2_omnipath"
"Lhb","Ramp2","Secreted Signaling","NicheNet_v2_omnipath"
"Lhb","Ramp3","Secreted Signaling","NicheNet_v2_omnipath"
"Lhb","Tshr","Secreted Signaling","NicheNet_v2_omnipath"
"Lhb","Vipr1","Secreted Signaling","NicheNet_v2_omnipath"
"Lif","Il6st","Secreted Signaling","NicheNet_v2_omnipath"
"Lif","Lifr","Secreted Signaling","NicheNet_v2_omnipath"
"Lilr4b","Cntfr","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Lilr4b","Fgfr4","Secreted Signaling","NicheNet_v2_omnipath"
"Lilr4b","Lair1","Secreted Signaling","NicheNet_v2_omnipath"
"Lilra5","Cntfr","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Lilra5","Lair1","Secreted Signaling","NicheNet_v2_omnipath"
"Lilra6","Cd300e","Secreted Signaling","NicheNet_v2_omnipath"
"Lilra6","Cntfr","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Lilra6","Lair1","Secreted Signaling","NicheNet_v2_omnipath"
"Lilra6","Lctl","Secreted Signaling","NicheNet_v2_omnipath"
"Lilra6","Ly6g6f","Secreted Signaling","NicheNet_v2_omnipath"
"Lilrb4a","Cntfr","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Lilrb4a","Fgfr4","Secreted Signaling","NicheNet_v2_omnipath"
"Lilrb4a","Lair1","Secreted Signaling","NicheNet_v2_omnipath"
"Lin7a","Slc6a12","Secreted Signaling","NicheNet_v2_omnipath"
"Lin7b","Aqp1","Secreted Signaling","NicheNet_v2_omnipath"
"Lin7b","Kcnj4","Secreted Signaling","NicheNet_v2_omnipath"
"Lin7c","Abca1","Secreted Signaling","NicheNet_v2_omnipath"
"Lin7c","Htr2c","Secreted Signaling","NicheNet_v2_omnipath"
"Lin7c","Kcnj4","Secreted Signaling","NicheNet_v2_omnipath"
"Lingo4","Nfasc","Secreted Signaling","NicheNet_v2_omnipath"
"Lipc","Lrp1","Secreted Signaling","NicheNet_v2_omnipath"
"Liph","Lpar1","Secreted Signaling","NicheNet_v2_omnipath"
"Liph","Lpar2","Secreted Signaling","NicheNet_v2_omnipath"
"Liph","Lpar4","Secreted Signaling","NicheNet_v2_omnipath"
"Lpl","Gpihbp1","Secreted Signaling","NicheNet_v2_omnipath"
"Lpl","Lrp1","Secreted Signaling","NicheNet_v2_omnipath"
"Lpl","Lrp2","Secreted Signaling","NicheNet_v2_omnipath"
"Lpl","Sdc1","Secreted Signaling","NicheNet_v2_omnipath"
"Lpl","Vldlr","Secreted Signaling","NicheNet_v2_omnipath"
"Lrch4","Cadm3","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Lrfn1","Ptprs","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Lrfn3","Fcrl1","Secreted Signaling","NicheNet_v2_omnipath"
"Lrfn4","Ptprd","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Lrfn4","Ptprs","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Lrfn5","Ptprd","Secreted Signaling","NicheNet_v2_omnipath"
"Lrfn5","Ptprf","Secreted Signaling","NicheNet_v2_omnipath"
"Lrfn5","Ptprs","Secreted Signaling","NicheNet_v2_omnipath"
"Lrfn5","Tie1","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Lrfn5","Tnfrsf14","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Lrig1","Egfr","Secreted Signaling","NicheNet_v2_omnipath"
"Lrig1","Erbb2","Secreted Signaling","NicheNet_v2_omnipath"
"Lrig1","Erbb3","Secreted Signaling","NicheNet_v2_omnipath"
"Lrig1","Erbb4","Secreted Signaling","NicheNet_v2_omnipath"
"Lrig1","Met","Secreted Signaling","NicheNet_v2_omnipath"
"Lrig1","Mog","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Lrig2","Egfr","Secreted Signaling","NicheNet_v2_omnipath"
"Lrit1","Fcrl1","Secreted Signaling","NicheNet_v2_omnipath"
"Lrit1","Siglech","Secreted Signaling","NicheNet_v2_omnipath"
"Lrit1","Siglecf","Secreted Signaling","NicheNet_v2_omnipath"
"Lrit1","Cd33","Secreted Signaling","NicheNet_v2_omnipath"
"Lrit2","Ptprd","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Lrit2","Siglecg","Secreted Signaling","NicheNet_v2_omnipath"
"Lrp1b","Plaur","Secreted Signaling","NicheNet_v2_omnipath"
"Lrpap1","Cd320","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Lrpap1","Lrp1","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Lrpap1","Sirpa","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Lrrc4","Neto2","Secreted Signaling","NicheNet_v2_omnipath"
"Lrrc4","Ntng2","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Lrrc4","Prss55","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Lrrc4b","Gm36028","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Lrrc4b","Ptprd","Secreted Signaling","NicheNet_v2_omnipath"
"Lrrc4b","Ptprf","Secreted Signaling","NicheNet_v2_omnipath"
"Lrrc4b","Ptprs","Secreted Signaling","NicheNet_v2_omnipath"
"Lrrc4b","Unc5d","Secreted Signaling","NicheNet_v2_omnipath"
"Lrrc4c","Gm36028","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Lrrc4c","Ldlr","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Lrrc4c","Lrrtm4","Secreted Signaling","NicheNet_v2_omnipath"
"Lrrc4c","Ntm","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Lrrc4c","Ntng1","Secreted Signaling","NicheNet_v2_omnipath"
"Lrrc4c","Siglec15","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Lrrc4c","Siglece","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Lrrc4c","Siglecf","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Lrrc4c","Tmem53","Secreted Signaling","NicheNet_v2_omnipath"
"Lrrc4c","Unc5a","Secreted Signaling","NicheNet_v2_omnipath"
"Lrrc52","Cd300lb","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Lrrc52","Trem2","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Lrrn1","Lrrc4","Secreted Signaling","NicheNet_v2_omnipath"
"Lrrn1","Lrrc4c","Secreted Signaling","NicheNet_v2_omnipath"
"Lrrn1","Unc5a","Secreted Signaling","NicheNet_v2_omnipath"
"Lrrn2","Tmem123","Secreted Signaling","NicheNet_v2_omnipath"
"Lrrtm2","Fgfr3","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Lrrtm2","Fgfr4","Secreted Signaling","NicheNet_v2_omnipath"
"Lrrtm2","Igdcc4","Secreted Signaling","NicheNet_v2_omnipath"
"Lrrtm2","Mog","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Lrrtm2","Oscar","Secreted Signaling","NicheNet_v2_omnipath"
"Lrrtm2","Prtg","Secreted Signaling","NicheNet_v2_omnipath"
"Lrrtm2","Treml2","Secreted Signaling","NicheNet_v2_omnipath"
"Lrrtm2","Unc5a","Secreted Signaling","NicheNet_v2_omnipath"
"Lrrtm3","Mog","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Lrrtm3","Ngfr","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Lrtm2","Il6ra","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Lsamp","Negr1","Secreted Signaling","NicheNet_v2_omnipath"
"Lsamp","Opcml","Secreted Signaling","NicheNet_v2_omnipath"
"Lta","Ltbr","Secreted Signaling","NicheNet_v2_omnipath"
"Lta","Tnfrsf14","Secreted Signaling","NicheNet_v2_omnipath"
"Lta","Tnfrsf1a","Secreted Signaling","NicheNet_v2_omnipath"
"Lta","Tnfrsf1b","Secreted Signaling","NicheNet_v2_omnipath"
"Ltb","Cd40","Secreted Signaling","NicheNet_v2_omnipath"
"Ltb","Ltbr","Secreted Signaling","NicheNet_v2_omnipath"
"Ltb","Tnfrsf1a","Secreted Signaling","NicheNet_v2_omnipath"
"Ltbp1","Itgb5","Secreted Signaling","NicheNet_v2_omnipath"
"Ltbp3","Itgb5","Secreted Signaling","NicheNet_v2_omnipath"
"Ltf","Ager","Secreted Signaling","NicheNet_v2_omnipath"
"Ltf","Boc","Secreted Signaling","NicheNet_v2_omnipath"
"Ltf","Igdcc4","Secreted Signaling","NicheNet_v2_omnipath"
"Ltf","Il1rl1","Secreted Signaling","NicheNet_v2_omnipath"
"Ltf","Lrp1","Secreted Signaling","NicheNet_v2_omnipath"
"Ltf","Lrp11","Secreted Signaling","NicheNet_v2_omnipath"
"Ltf","Tfrc","Secreted Signaling","NicheNet_v2_omnipath"
"Ltf","Tnfrsf11b","Secreted Signaling","NicheNet_v2_omnipath"
"Ltf","Treml2","Secreted Signaling","NicheNet_v2_omnipath"
"Lum","Itgb1","Secreted Signaling","NicheNet_v2_omnipath"
"Lvrn","Vsig8","Secreted Signaling","NicheNet_v2_omnipath"
"Ly6g5c","Pgap6","Secreted Signaling","NicheNet_v2_omnipath"
"Ly6g6f","Csf1r","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Ly6g6f","Ddr1","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Ly6g6f","Layn","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Ly6g6f","Lilra5","Secreted Signaling","NicheNet_v2_omnipath"
"Ly6g6f","Lilra6","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Ly6g6f","Pira1","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Ly6g6f","Pira2","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Ly6g6f","Pira6","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Ly6g6f","Pirb","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Ly6g6f","Gm14548","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Ly6g6f","Gm15448","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Ly6g6f","Pira12","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Ly6g6f","Pira13","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Ly6g6f","Robo3","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Ly86","Cd180","Secreted Signaling","NicheNet_v2_omnipath"
"Ly9","Tnfrsf17","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Lypd6","Il20ra","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Lyz1","Itgal","Secreted Signaling","NicheNet_v2_omnipath"
"Lyz2","Itgal","Secreted Signaling","NicheNet_v2_omnipath"
"Madcam1","Cd44","Secreted Signaling","NicheNet_v2_omnipath"
"Madcam1","Itga4","Secreted Signaling","NicheNet_v2_omnipath"
"Madcam1","Itgb7","Secreted Signaling","NicheNet_v2_omnipath"
"Madcam1","Siglece","Secreted Signaling","NicheNet_v2_omnipath"
"Mag","Mag","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Mansc1","Gpr55","Secreted Signaling","NicheNet_v2_omnipath"
"Matn1","Itga1","Secreted Signaling","NicheNet_v2_omnipath"
"Matn1","Itgb1","Secreted Signaling","NicheNet_v2_omnipath"
"Mbl2","C1qb","Secreted Signaling","NicheNet_v2_omnipath"
"Mbl2","Calcr","Secreted Signaling","NicheNet_v2_omnipath"
"Mbl2","Cd93","Secreted Signaling","NicheNet_v2_omnipath"
"Mbl2","Lrp1","Secreted Signaling","NicheNet_v2_omnipath"
"Mcam","Cd226","Secreted Signaling","NicheNet_v2_omnipath"
"Mcam","Cntn1","Secreted Signaling","NicheNet_v2_omnipath"
"Mcam","Fgfr4","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Mcam","Tmem132a","Secreted Signaling","NicheNet_v2_omnipath"
"Mdk","Alk","Secreted Signaling","NicheNet_v2_omnipath"
"Mdk","Itga4","Secreted Signaling","NicheNet_v2_omnipath"
"Mdk","Itga6","Secreted Signaling","NicheNet_v2_omnipath"
"Mdk","Itgb1","Secreted Signaling","NicheNet_v2_omnipath"
"Mdk","Lrp1","Secreted Signaling","NicheNet_v2_omnipath"
"Mdk","Lrp2","Secreted Signaling","NicheNet_v2_omnipath"
"Mdk","Notch2","Secreted Signaling","NicheNet_v2_omnipath"
"Mdk","Ptprb","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Mdk","Ptprz1","Secreted Signaling","NicheNet_v2_omnipath"
"Mdk","Sdc1","Secreted Signaling","NicheNet_v2_omnipath"
"Mdk","Sdc2","Secreted Signaling","NicheNet_v2_omnipath"
