"Ligand","Receptor","Annotation","Reference"
"Sema4d","Met","Secreted Signaling","NicheNet_v2_omnipath"
"Sema4d","Plxnb1","Secreted Signaling","NicheNet_v2_omnipath"
"Sema4d","Plxnb2","Secreted Signaling","NicheNet_v2_omnipath"
"Sema4d","Plxnb3","Secreted Signaling","NicheNet_v2_omnipath"
"Sema4f","Nrp2","Secreted Signaling","NicheNet_v2_omnipath"
"Sema4f","Vsir","Secreted Signaling","NicheNet_v2_omnipath"
"Sema4g","Plxnb1","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Sema4g","Plxnb2","Secreted Signaling","NicheNet_v2_omnipath"
"Sema4g","Plxnb3","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Sema5a","Met","Secreted Signaling","NicheNet_v2_omnipath"
"Sema5a","Plxna1","Secreted Signaling","NicheNet_v2_omnipath"
"Sema5a","Plxna2","Secreted Signaling","NicheNet_v2_omnipath"
"Sema5a","Plxna3","Secreted Signaling","NicheNet_v2_omnipath"
"Sema5a","Plxnb3","Secreted Signaling","NicheNet_v2_omnipath"
"Sema5b","Plxna1","Secreted Signaling","NicheNet_v2_omnipath"
"Sema5b","Plxna3","Secreted Signaling","NicheNet_v2_omnipath"
"Sema6a","Plxna2","Secreted Signaling","NicheNet_v2_omnipath"
"Sema6a","Plxna4","Secreted Signaling","NicheNet_v2_omnipath"
"Sema6b","Plxna2","Secreted Signaling","NicheNet_v2_omnipath"
"Sema6b","Plxna4","Secreted Signaling","NicheNet_v2_omnipath"
"Sema6c","Plxna1","Secreted Signaling","NicheNet_v2_omnipath"
"Sema6d","Kdr","Secreted Signaling","NicheNet_v2_omnipath"
"Sema6d","Plxna1","Secreted Signaling","NicheNet_v2_omnipath"
"Sema6d","Plxna4","Secreted Signaling","NicheNet_v2_omnipath"
"Sema6d","Plxnc1","Secreted Signaling","NicheNet_v2_omnipath"
"Sema6d","Trem2","Secreted Signaling","NicheNet_v2_omnipath"
"Sema6d","Tyrobp","Secreted Signaling","NicheNet_v2_omnipath"
"Sema7a","Itga1","Secreted Signaling","NicheNet_v2_omnipath"
"Sema7a","Itgb1","Secreted Signaling","NicheNet_v2_omnipath"
"Sema7a","Plxnc1","Secreted Signaling","NicheNet_v2_omnipath"
"Sema7a","Unc5d","Secreted Signaling","NicheNet_v2_omnipath"
"Serpina1a","F12","Secreted Signaling","NicheNet_v2_omnipath"
"Serpina1a","Lrp1","Secreted Signaling","NicheNet_v2_omnipath"
"Serpina1b","F12","Secreted Signaling","NicheNet_v2_omnipath"
"Serpina1b","Lrp1","Secreted Signaling","NicheNet_v2_omnipath"
"Serpina1c","F12","Secreted Signaling","NicheNet_v2_omnipath"
"Serpina1c","Lrp1","Secreted Signaling","NicheNet_v2_omnipath"
"Serpina1d","F12","Secreted Signaling","NicheNet_v2_omnipath"
"Serpina1d","Lrp1","Secreted Signaling","NicheNet_v2_omnipath"
"Serpina1e","F12","Secreted Signaling","NicheNet_v2_omnipath"
"Serpina1e","Lrp1","Secreted Signaling","NicheNet_v2_omnipath"
"Serpina5","Klk1b22","Secreted Signaling","NicheNet_v2_omnipath"
"Serpina5","Klk1b9","Secreted Signaling","NicheNet_v2_omnipath"
"Serpina5","Klk1","Secreted Signaling","NicheNet_v2_omnipath"
"Serpina5","Klk1b11","Secreted Signaling","NicheNet_v2_omnipath"
"Serpina5","Klk1b16","Secreted Signaling","NicheNet_v2_omnipath"
"Serpina5","Klk1b21","Secreted Signaling","NicheNet_v2_omnipath"
"Serpina5","Klk1b24","Secreted Signaling","NicheNet_v2_omnipath"
"Serpina5","Klk1b26","Secreted Signaling","NicheNet_v2_omnipath"
"Serpina5","Klk1b27","Secreted Signaling","NicheNet_v2_omnipath"
"Serpina5","Klk1b5","Secreted Signaling","NicheNet_v2_omnipath"
"Serpina5","Klk1b1","Secreted Signaling","NicheNet_v2_omnipath"
"Serpina5","Klk1b8","Secreted Signaling","NicheNet_v2_omnipath"
"Serpina5","Klk1b4","Secreted Signaling","NicheNet_v2_omnipath"
"Serpina5","Klk1b3","Secreted Signaling","NicheNet_v2_omnipath"
"Serpina5","Proc","Secreted Signaling","NicheNet_v2_omnipath"
"Serpina5","Thbd","Secreted Signaling","NicheNet_v2_omnipath"
"Serpinc1","F10","Secreted Signaling","NicheNet_v2_omnipath"
"Serpinc1","F11","Secreted Signaling","NicheNet_v2_omnipath"
"Serpinc1","F12","Secreted Signaling","NicheNet_v2_omnipath"
"Serpinc1","F9","Secreted Signaling","NicheNet_v2_omnipath"
"Serpinc1","Gpc1","Secreted Signaling","NicheNet_v2_omnipath"
"Serpinc1","Lrp1","Secreted Signaling","NicheNet_v2_omnipath"
"Serpinc1","Sdc2","Secreted Signaling","NicheNet_v2_omnipath"
"Serpine1","F12","Secreted Signaling","NicheNet_v2_omnipath"
"Serpine1","Itgav","Secreted Signaling","NicheNet_v2_omnipath"
"Serpine1","Itgb5","Secreted Signaling","NicheNet_v2_omnipath"
"Serpine1","Lrp1","Secreted Signaling","NicheNet_v2_omnipath"
"Serpine1","Lrp2","Secreted Signaling","NicheNet_v2_omnipath"
"Serpine1","Plat","Secreted Signaling","NicheNet_v2_omnipath"
"Serpine1","Plau","Secreted Signaling","NicheNet_v2_omnipath"
"Serpine1","Plaur","Secreted Signaling","NicheNet_v2_omnipath"
"Serpine2","Lrp1","Secreted Signaling","NicheNet_v2_omnipath"
"Serpinf1","Lrp6","Secreted Signaling","NicheNet_v2_omnipath"
"Serpinf1","Plxdc1","Secreted Signaling","NicheNet_v2_omnipath"
"Serpinf1","Plxdc2","Secreted Signaling","NicheNet_v2_omnipath"
"Serping1","C1ra","Secreted Signaling","NicheNet_v2_omnipath"
"Serping1","C1rb","Secreted Signaling","NicheNet_v2_omnipath"
"Serping1","F12","Secreted Signaling","NicheNet_v2_omnipath"
"Serping1","Lrp1","Secreted Signaling","NicheNet_v2_omnipath"
"Serping1","Sele","Secreted Signaling","NicheNet_v2_omnipath"
"Serping1","Selp","Secreted Signaling","NicheNet_v2_omnipath"
"Sfrp1","Fzd2","Secreted Signaling","NicheNet_v2_omnipath"
"Sfrp1","Fzd6","Secreted Signaling","NicheNet_v2_omnipath"
"Sfrp2","Fzd5","Secreted Signaling","NicheNet_v2_omnipath"
"Sftpa1","Cd93","Secreted Signaling","NicheNet_v2_omnipath"
"Sftpa1","Tlr2","Secreted Signaling","NicheNet_v2_omnipath"
"Sftpd","Lair1","Secreted Signaling","NicheNet_v2_omnipath"
"Sftpd","Sirpa","Secreted Signaling","NicheNet_v2_omnipath"
"Sftpd","Tlr4","Secreted Signaling","NicheNet_v2_omnipath"
"Shbg","Cldn4","Secreted Signaling","NicheNet_v2_omnipath"
"Shbg","Cldn13","Secreted Signaling","NicheNet_v2_omnipath"
"Shbg","Gprc6a","Secreted Signaling","NicheNet_v2_omnipath"
"Shbg","Slc37a1","Secreted Signaling","NicheNet_v2_omnipath"
"Shh","Boc","Secreted Signaling","NicheNet_v2_omnipath"
"Shh","Cdon","Secreted Signaling","NicheNet_v2_omnipath"
"Shh","Hhip","Secreted Signaling","NicheNet_v2_omnipath"
"Shh","Lrp2","Secreted Signaling","NicheNet_v2_omnipath"
"Shh","Ptch1","Secreted Signaling","NicheNet_v2_omnipath"
"Shh","Ptch2","Secreted Signaling","NicheNet_v2_omnipath"
"Shh","Smo","Secreted Signaling","NicheNet_v2_omnipath"
"Shisa4","Fcgrt","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Siglec1","Cd47","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Siglec1","Ptprc","Secreted Signaling","NicheNet_v2_omnipath"
"Siglec1","Spn","Secreted Signaling","NicheNet_v2_omnipath"
"Siglec15","Cd33","Secreted Signaling","NicheNet_v2_omnipath"
"Siglec15","Fgfr4","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Siglec15","Lrrc4c","Secreted Signaling","NicheNet_v2_omnipath"
"Siglec15","Mag","Secreted Signaling","NicheNet_v2_omnipath"
"Siglec15","Siglecg","Secreted Signaling","NicheNet_v2_omnipath"
"Siglec15","Unc5d","Secreted Signaling","NicheNet_v2_omnipath"
"Siglece","Adgra2","Secreted Signaling","NicheNet_v2_omnipath"
"Siglece","Boc","Secreted Signaling","NicheNet_v2_omnipath"
"Siglece","Cd320","Secreted Signaling","NicheNet_v2_omnipath"
"Siglece","Cd33","Secreted Signaling","NicheNet_v2_omnipath"
"Siglece","Cd4","Secreted Signaling","NicheNet_v2_omnipath"
"Siglece","Cd6","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Siglece","Ifngr1","Secreted Signaling","NicheNet_v2_omnipath"
"Siglece","Il1rapl1","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Siglece","Il1rl1","Secreted Signaling","NicheNet_v2_omnipath"
"Siglece","Il4ra","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Siglece","AU040320","Secreted Signaling","NicheNet_v2_omnipath"
"Siglece","Lrfn2","Secreted Signaling","NicheNet_v2_omnipath"
"Siglece","Lrp12","Secreted Signaling","NicheNet_v2_omnipath"
"Siglece","Lrrc4c","Secreted Signaling","NicheNet_v2_omnipath"
"Siglece","Mag","Secreted Signaling","NicheNet_v2_omnipath"
"Siglece","Muc1","Secreted Signaling","NicheNet_v2_omnipath"
"Siglece","Ncr1","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Siglece","Nrp2","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Siglece","Nrxn2","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Siglece","Ntng1","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Siglece","Ntrk3","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Siglece","Pcdhac1","Secreted Signaling","NicheNet_v2_omnipath"
"Siglece","Pcdhga7","Secreted Signaling","NicheNet_v2_omnipath"
"Siglece","Ptpro","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Siglece","Siglecg","Secreted Signaling","NicheNet_v2_omnipath"
"Siglece","Siglec15","Secreted Signaling","NicheNet_v2_omnipath"
"Siglece","Siglece","Secreted Signaling","NicheNet_v2_omnipath"
"Siglece","Siglecf","Secreted Signaling","NicheNet_v2_omnipath"
"Siglece","Tex101","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Siglece","Timd4","Secreted Signaling","NicheNet_v2_omnipath"
"Siglece","Tnfrsf11b","Secreted Signaling","NicheNet_v2_omnipath"
"Siglecf","Cd33","Secreted Signaling","NicheNet_v2_omnipath"
"Siglecf","Cd4","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Siglecf","Cd6","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Siglecf","Il4ra","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Siglecf","AU040320","Secreted Signaling","NicheNet_v2_omnipath"
"Siglecf","Kir3dl2","Secreted Signaling","NicheNet_v2_omnipath"
"Siglecf","Kir3dl1","Secreted Signaling","NicheNet_v2_omnipath"
"Siglecf","Lrfn2","Secreted Signaling","NicheNet_v2_omnipath"
"Siglecf","Lrrc4c","Secreted Signaling","NicheNet_v2_omnipath"
"Siglecf","Mag","Secreted Signaling","NicheNet_v2_omnipath"
"Siglecf","Ncr1","Secreted Signaling","NicheNet_v2_omnipath"
"Siglecf","Nrxn2","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Siglecf","Ntng1","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Siglecf","Ntrk3","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Siglecf","Pcdhga7","Secreted Signaling","NicheNet_v2_omnipath"
"Siglecf","Ptpro","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Siglecf","Siglecg","Secreted Signaling","NicheNet_v2_omnipath"
"Siglecf","Siglecf","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Siglecf","Siglece","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Siglecf","Tex101","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Siglech","Cd4","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Siglech","Kir3dl2","Secreted Signaling","NicheNet_v2_omnipath"
"Siglech","Kir3dl1","Secreted Signaling","NicheNet_v2_omnipath"
"Siglech","Ncr1","Secreted Signaling","NicheNet_v2_omnipath"
"Sirpa","Cd47","Secreted Signaling","NicheNet_v2_omnipath"
"Sirpa","Cd69","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Sirpa","Chl1","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Sirpa","Lrpap1","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Sirpa","Ptprd","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Sirpa","Tigit","Secreted Signaling","NicheNet_v2_omnipath"
"Sirpb1a","Cd47","Secreted Signaling","NicheNet_v2_omnipath"
"Sirpb1a","Ptprd","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Sirpb1b","Cd47","Secreted Signaling","NicheNet_v2_omnipath"
"Sirpb1b","Ptprd","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Sirpb1c","Cd47","Secreted Signaling","NicheNet_v2_omnipath"
"Sirpb1c","Ptprd","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Sis","Itgav","Secreted Signaling","NicheNet_v2_omnipath"
"Sis","Lrp1","Secreted Signaling","NicheNet_v2_omnipath"
"Sis","Pdgfra","Secreted Signaling","NicheNet_v2_omnipath"
"Sis","Pdgfrb","Secreted Signaling","NicheNet_v2_omnipath"
"Sis","S1pr1","Secreted Signaling","NicheNet_v2_omnipath"
"Slamf6","Havcr1","Secreted Signaling","NicheNet_v2_omnipath"
"Slamf6","Gm12169","Secreted Signaling","NicheNet_v2_omnipath"
"Slamf6","BC053393","Secreted Signaling","NicheNet_v2_omnipath"
"Slamf6","Timd2","Secreted Signaling","NicheNet_v2_omnipath"
"Slamf7","Slamf7","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Slc6a8","Lifr","Secreted Signaling","NicheNet_v2_omnipath"
"Slit1","Flrt3","Secreted Signaling","NicheNet_v2_omnipath"
"Slit1","Gpc1","Secreted Signaling","NicheNet_v2_omnipath"
"Slit1","Robo1","Secreted Signaling","NicheNet_v2_omnipath"
"Slit1","Robo2","Secreted Signaling","NicheNet_v2_omnipath"
"Slit1","Sdc1","Secreted Signaling","NicheNet_v2_omnipath"
"Slit2","Gpc1","Secreted Signaling","NicheNet_v2_omnipath"
"Slit2","Robo1","Secreted Signaling","NicheNet_v2_omnipath"
"Slit2","Robo2","Secreted Signaling","NicheNet_v2_omnipath"
"Slit2","Robo4","Secreted Signaling","NicheNet_v2_omnipath"
"Slit2","Sdc1","Secreted Signaling","NicheNet_v2_omnipath"
"Slit3","Robo1","Secreted Signaling","NicheNet_v2_omnipath"
"Slit3","Robo2","Secreted Signaling","NicheNet_v2_omnipath"
"Slit3","Robo4","Secreted Signaling","NicheNet_v2_omnipath"
"Slitrk1","Enpep","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Slitrk1","Ptprd","Secreted Signaling","NicheNet_v2_omnipath"
"Slitrk1","Ptprs","Secreted Signaling","NicheNet_v2_omnipath"
"Slitrk1","Tnfrsf11b","Secreted Signaling","NicheNet_v2_omnipath"
"Slitrk2","Ptprd","Secreted Signaling","NicheNet_v2_omnipath"
"Slitrk2","Ptprs","Secreted Signaling","NicheNet_v2_omnipath"
"Slitrk3","Ptprd","Secreted Signaling","NicheNet_v2_omnipath"
"Slitrk3","Ptprs","Secreted Signaling","NicheNet_v2_omnipath"
"Slitrk4","Ptprd","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Slitrk4","Ptprs","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Slitrk5","Ptprd","Secreted Signaling","NicheNet_v2_omnipath"
"Slitrk6","Ptprd","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Slitrk6","Ptprs","Secreted Signaling","NicheNet_v2_omnipath"
"Slpi","Cd4","Secreted Signaling","NicheNet_v2_omnipath"
"Slpi","Plscr4","Secreted Signaling","NicheNet_v2_omnipath"
"Slurp1","Chrna10","Secreted Signaling","NicheNet_v2_omnipath"
"Slurp1","Chrna3","Secreted Signaling","NicheNet_v2_omnipath"
"Slurp1","Chrna4","Secreted Signaling","NicheNet_v2_omnipath"
"Slurp1","Chrna7","Secreted Signaling","NicheNet_v2_omnipath"
"Slurp1","Chrna9","Secreted Signaling","NicheNet_v2_omnipath"
"Slurp1","Chrnb2","Secreted Signaling","NicheNet_v2_omnipath"
"Slurp1","Chrnb4","Secreted Signaling","NicheNet_v2_omnipath"
"Snx14","Htr6","Secreted Signaling","NicheNet_v2_omnipath"
"Sorl1","Cntfr","Secreted Signaling","NicheNet_v2_omnipath"
"Sost","Lrp4","Secreted Signaling","NicheNet_v2_omnipath"
"Sost","Lrp5","Secreted Signaling","NicheNet_v2_omnipath"
"Sost","Lrp6","Secreted Signaling","NicheNet_v2_omnipath"
"Sostdc1","Lrp4","Secreted Signaling","NicheNet_v2_omnipath"
"Sostdc1","Lrp5","Secreted Signaling","NicheNet_v2_omnipath"
"Sostdc1","Lrp6","Secreted Signaling","NicheNet_v2_omnipath"
"Spag11b","Gpr55","Secreted Signaling","NicheNet_v2_omnipath"
"Sparc","Eng","Secreted Signaling","NicheNet_v2_omnipath"
"Sparc","Fgfr1","Secreted Signaling","NicheNet_v2_omnipath"
"Spink1","Egfr","Secreted Signaling","NicheNet_v2_omnipath"
"Spink1","Nrsn1","Secreted Signaling","NicheNet_v2_omnipath"
"Spint1","St14","Secreted Signaling","NicheNet_v2_omnipath"
"Spn","Siglec1","Secreted Signaling","NicheNet_v2_omnipath"
"Spon1","App","Secreted Signaling","NicheNet_v2_omnipath"
"Spon1","Lrp8","Secreted Signaling","NicheNet_v2_omnipath"
"Spon2","Itga4","Secreted Signaling","NicheNet_v2_omnipath"
"Spon2","Itga5","Secreted Signaling","NicheNet_v2_omnipath"
"Spon2","Itgam","Secreted Signaling","NicheNet_v2_omnipath"
"Spon2","Gm49368","Secreted Signaling","NicheNet_v2_omnipath"
"Spon2","Itgb1","Secreted Signaling","NicheNet_v2_omnipath"
"Spon2","Itgb2","Secreted Signaling","NicheNet_v2_omnipath"
"Spon2","Itgb2l","Secreted Signaling","NicheNet_v2_omnipath"
"Spp1","Cd44","Secreted Signaling","NicheNet_v2_omnipath"
"Spp1","Itga4","Secreted Signaling","NicheNet_v2_omnipath"
"Spp1","Itga5","Secreted Signaling","NicheNet_v2_omnipath"
"Spp1","Itga8","Secreted Signaling","NicheNet_v2_omnipath"
"Spp1","Itga9","Secreted Signaling","NicheNet_v2_omnipath"
"Spp1","Itgav","Secreted Signaling","NicheNet_v2_omnipath"
"Spp1","Itgb1","Secreted Signaling","NicheNet_v2_omnipath"
"Spp1","Itgb3","Secreted Signaling","NicheNet_v2_omnipath"
"Spp1","Itgb5","Secreted Signaling","NicheNet_v2_omnipath"
"Spp1","Itgb6","Secreted Signaling","NicheNet_v2_omnipath"
"Spp1","S1pr1","Secreted Signaling","NicheNet_v2_omnipath"
"Spx","Galr2","Secreted Signaling","NicheNet_v2_omnipath"
"Spx","Galr3","Secreted Signaling","NicheNet_v2_omnipath"
"Sst","Sstr1","Secreted Signaling","NicheNet_v2_omnipath"
"Sst","Sstr2","Secreted Signaling","NicheNet_v2_omnipath"
"Sst","Sstr3","Secreted Signaling","NicheNet_v2_omnipath"
"Sst","Sstr4","Secreted Signaling","NicheNet_v2_omnipath"
"Sst","Sstr5","Secreted Signaling","NicheNet_v2_omnipath"
"St14","Gm36028","Secreted Signaling","NicheNet_v2_omnipath"
"St14","Plau","Secreted Signaling","NicheNet_v2_omnipath"
"St6gal1","Cd22","Secreted Signaling","NicheNet_v2_omnipath"
"St6gal1","Egfr","Secreted Signaling","NicheNet_v2_omnipath"
"Stx1a","Cacna1b","Secreted Signaling","NicheNet_v2_omnipath"
"Stx1a","Cacna1d","Secreted Signaling","NicheNet_v2_omnipath"
"Syt1","Cacna1c","Secreted Signaling","NicheNet_v2_omnipath"
"Syt1","Cacna1e","Secreted Signaling","NicheNet_v2_omnipath"
"Syt1","Stx1a","Secreted Signaling","NicheNet_v2_omnipath"
"Syt1","Stx3","Secreted Signaling","NicheNet_v2_omnipath"
"Syt1","Sv2b","Secreted Signaling","NicheNet_v2_omnipath"
"Tac1","Tacr1","Secreted Signaling","NicheNet_v2_omnipath"
"Tac1","Tacr2","Secreted Signaling","NicheNet_v2_omnipath"
"Tac1","Tacr3","Secreted Signaling","NicheNet_v2_omnipath"
"Tac2","Tacr1","Secreted Signaling","NicheNet_v2_omnipath"
"Tac2","Tacr2","Secreted Signaling","NicheNet_v2_omnipath"
"Tac2","Tacr3","Secreted Signaling","NicheNet_v2_omnipath"
"Tac4","Tacr1","Secreted Signaling","NicheNet_v2_omnipath"
"Tac4","Tacr2","Secreted Signaling","NicheNet_v2_omnipath"
"Tac4","Tacr3","Secreted Signaling","NicheNet_v2_omnipath"
"Tafa4","Fpr1","Secreted Signaling","NicheNet_v2_omnipath"
"Tarm1","Oscar","Secreted Signaling","NicheNet_v2_omnipath"
"Tarm1","Robo4","Secreted Signaling","NicheNet_v2_omnipath"
"Tcn2","Cnr1","Secreted Signaling","NicheNet_v2_omnipath"
"Tcn2","Lrp2","Secreted Signaling","NicheNet_v2_omnipath"
"Tctn1","Tctn2","Secreted Signaling","NicheNet_v2_omnipath"
"Tctn1","Tctn3","Secreted Signaling","NicheNet_v2_omnipath"
"Tctn1","Tmem216","Secreted Signaling","NicheNet_v2_omnipath"
"Tctn1","Tmem67","Secreted Signaling","NicheNet_v2_omnipath"
"Tctn3","Fcrl1","Secreted Signaling","NicheNet_v2_omnipath"
"Tdgf1","Acvr1b","Secreted Signaling","NicheNet_v2_omnipath"
"Tdgf1","Acvr1c","Secreted Signaling","NicheNet_v2_omnipath"
"Tdgf1","Acvr2a","Secreted Signaling","NicheNet_v2_omnipath"
"Tdgf1","Acvr2b","Secreted Signaling","NicheNet_v2_omnipath"
"Tdgf1","Gpc1","Secreted Signaling","NicheNet_v2_omnipath"
"Tdgf1","Lrp5","Secreted Signaling","NicheNet_v2_omnipath"
"Tdgf1","Lrp6","Secreted Signaling","NicheNet_v2_omnipath"
"Tex101","Siglecf","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Tex101","Siglece","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Tff1","Muc5ac","Secreted Signaling","NicheNet_v2_omnipath"
"Tff2","Cxcr4","Secreted Signaling","NicheNet_v2_omnipath"
"Tfpi","F10","Secreted Signaling","NicheNet_v2_omnipath"
"Tfpi","F3","Secreted Signaling","NicheNet_v2_omnipath"
"Tfpi","Lrp1","Secreted Signaling","NicheNet_v2_omnipath"
"Tfpi","Sdc4","Secreted Signaling","NicheNet_v2_omnipath"
"Tfpi","Vldlr","Secreted Signaling","NicheNet_v2_omnipath"
"Tg","Asgr1","Secreted Signaling","NicheNet_v2_omnipath"
"Tg","Lrp2","Secreted Signaling","NicheNet_v2_omnipath"
"Tg","Tpo","Secreted Signaling","NicheNet_v2_omnipath"
"Tgfa","Adam17","Secreted Signaling","NicheNet_v2_omnipath"
"Tgfa","Egfr","Secreted Signaling","NicheNet_v2_omnipath"
"Tgfa","Erbb2","Secreted Signaling","NicheNet_v2_omnipath"
"Tgfa","Erbb3","Secreted Signaling","NicheNet_v2_omnipath"
"Tgfa","Erbb4","Secreted Signaling","NicheNet_v2_omnipath"
"Tgfa","Ptprd","Secreted Signaling","NicheNet_v2_omnipath"
"Tgfb1","Acvrl1","Secreted Signaling","NicheNet_v2_omnipath"
"Tgfb1","App","Secreted Signaling","NicheNet_v2_omnipath"
"Tgfb1","Eng","Secreted Signaling","NicheNet_v2_omnipath"
"Tgfb1","Itgav","Secreted Signaling","NicheNet_v2_omnipath"
"Tgfb1","Itgb1","Secreted Signaling","NicheNet_v2_omnipath"
"Tgfb1","Itgb3","Secreted Signaling","NicheNet_v2_omnipath"
"Tgfb1","Itgb6","Secreted Signaling","NicheNet_v2_omnipath"
"Tgfb1","Itgb8","Secreted Signaling","NicheNet_v2_omnipath"
"Tgfb1","Pdgfra","Secreted Signaling","NicheNet_v2_omnipath"
"Tgfb1","Sdc2","Secreted Signaling","NicheNet_v2_omnipath"
"Tgfb1","Tgfbr1","Secreted Signaling","NicheNet_v2_omnipath"
"Tgfb1","Tgfbr2","Secreted Signaling","NicheNet_v2_omnipath"
"Tgfb1","Tgfbr3","Secreted Signaling","NicheNet_v2_omnipath"
"Tgfb2","Acvr1","Secreted Signaling","NicheNet_v2_omnipath"
"Tgfb2","Acvr1b","Secreted Signaling","NicheNet_v2_omnipath"
"Tgfb2","Acvr1c","Secreted Signaling","NicheNet_v2_omnipath"
"Tgfb2","Eng","Secreted Signaling","NicheNet_v2_omnipath"
"Tgfb2","Tgfbr1","Secreted Signaling","NicheNet_v2_omnipath"
"Tgfb2","Tgfbr2","Secreted Signaling","NicheNet_v2_omnipath"
"Tgfb2","Tgfbr3","Secreted Signaling","NicheNet_v2_omnipath"
"Tgfb3","Acvr1c","Secreted Signaling","NicheNet_v2_omnipath"
"Tgfb3","Acvrl1","Secreted Signaling","NicheNet_v2_omnipath"
"Tgfb3","Eng","Secreted Signaling","NicheNet_v2_omnipath"
"Tgfb3","Itgb3","Secreted Signaling","NicheNet_v2_omnipath"
"Tgfb3","Itgb6","Secreted Signaling","NicheNet_v2_omnipath"
"Tgfb3","Tgfbr1","Secreted Signaling","NicheNet_v2_omnipath"
"Tgfb3","Tgfbr2","Secreted Signaling","NicheNet_v2_omnipath"
"Tgfb3","Tgfbr3","Secreted Signaling","NicheNet_v2_omnipath"
"Tgfbi","Itga1","Secreted Signaling","NicheNet_v2_omnipath"
"Tgfbi","Itga3","Secreted Signaling","NicheNet_v2_omnipath"
"Tgfbi","Itga4","Secreted Signaling","NicheNet_v2_omnipath"
"Tgfbi","Itga5","Secreted Signaling","NicheNet_v2_omnipath"
"Tgfbi","Itga6","Secreted Signaling","NicheNet_v2_omnipath"
"Tgfbi","Itga7","Secreted Signaling","NicheNet_v2_omnipath"
"Tgfbi","Itgav","Secreted Signaling","NicheNet_v2_omnipath"
"Tgfbi","Itgb1","Secreted Signaling","NicheNet_v2_omnipath"
"Tgfbi","Itgb3","Secreted Signaling","NicheNet_v2_omnipath"
"Tgfbi","Itgb4","Secreted Signaling","NicheNet_v2_omnipath"
"Tgfbi","Itgb5","Secreted Signaling","NicheNet_v2_omnipath"
"Tgm2","Adgrg1","Secreted Signaling","NicheNet_v2_omnipath"
"Tgm2","Itga4","Secreted Signaling","NicheNet_v2_omnipath"
"Tgm2","Itga9","Secreted Signaling","NicheNet_v2_omnipath"
"Tgm2","Itgb1","Secreted Signaling","NicheNet_v2_omnipath"
"Tgm2","Itgb3","Secreted Signaling","NicheNet_v2_omnipath"
"Tgm2","Sdc4","Secreted Signaling","NicheNet_v2_omnipath"
"Tgm2","Tbxa2r","Secreted Signaling","NicheNet_v2_omnipath"
"Tgm2","Trpv5","Secreted Signaling","NicheNet_v2_omnipath"
"Tgoln1","Gm36028","Secreted Signaling","NicheNet_v2_omnipath"
"Thbs1","Cd36","Secreted Signaling","NicheNet_v2_omnipath"
"Thbs1","Cd47","Secreted Signaling","NicheNet_v2_omnipath"
"Thbs1","Itga2b","Secreted Signaling","NicheNet_v2_omnipath"
"Thbs1","Itga3","Secreted Signaling","NicheNet_v2_omnipath"
"Thbs1","Itga4","Secreted Signaling","NicheNet_v2_omnipath"
"Thbs1","Itga6","Secreted Signaling","NicheNet_v2_omnipath"
