,M_1,M_2,M_3,M_4,M_5,M_6,M_7,M_8,M_9,M_10,M_11,M_12,M_13,M_14,M_15,M_16,M_17,M_18,M_19,M_20,M_21,M_22,M_23,M_24,M_25,M_26,M_27,M_28,M_29,M_30,M_31,M_32,M_33,M_34,M_35,M_36,M_37,M_38,M_39,M_40,M_41,M_42,M_43,M_44,M_45,M_46,M_47,M_48,M_49,M_50,M_51,M_52,M_53,M_54,M_55,M_56,M_57,M_58,M_59,M_60,M_61,M_62,M_63,M_64,M_65,M_66,M_67,M_68,M_69,M_70,M_71,M_72,M_73,M_74,M_75,M_76,M_77,M_78,M_79,M_80,M_81,M_83,M_84,M_85,M_87,M_88,M_89,M_90,M_91,M_92,M_93,M_94,M_95,M_96,M_97,M_98,M_99,M_100,M_101,M_102,M_103,M_105,M_106,M_107,M_108,M_109,M_110,M_111,M_112,M_113,M_114,M_115,M_116,M_117,M_118,M_119,M_120,M_121,M_122,M_123,M_124,M_125,M_126,M_127,M_128,M_129,M_130,M_131,M_132,M_133,M_134,M_135,M_136,M_137,M_138,M_139,M_140,M_141,M_142,M_143,M_144,M_145,M_146,M_147,M_148,M_149,M_150,M_151,M_152,M_153,M_154,M_155,M_156,M_157,M_158,M_159,M_160,M_161,M_162,M_163,M_164,M_165,M_166,M_167,M_168,M_169,M_170,M_171
C.1,0.012544811,0.00072690845,0.00035016984,0.0016339272,0.008688003,-1.3411045e-06,0.014953315,0.004404828,2.4538487e-05,3.195554e-05,4.1157007e-05,4.053116e-06,0.0039212406,0.008068085,-1.1930242e-06,0.004246652,0.001975298,0.0025569052,0.027026296,0.010947883,0.020696402,-7.6871365e-06,1.8782914e-05,-1.0030344e-06,0.004367098,-1.010485e-07,0.018664867,8.776784e-05,3.259629e-09,0.0013785809,0.007434845,0.018917918,0.00046665967,0.00095151365,0.013152748,-5.517155e-06,5.921349e-06,0.018782556,0.015748978,-1.14664435e-05,0.0014313608,0.0044561774,0.0034529567,0.009001613,6.0047954e-05,0.0045547932,0.009181589,0.018579066,0.0032018423,0.012239188,2.1141022e-07,0.0029368699,0.017835319,0.0006226599,0.00022950023,1.9790605e-09,2.2623688e-05,0.0038783848,-2.6762486e-05,0.0001546815,0.00076007843,1.7359853e-06,6.3315034e-05,-6.2864274e-07,0.006588191,2.3383647e-05,0.015133172,0.010892302,0.013088614,0.011724919,-2.5387853e-06,0.0052366406,0.0029072016,-7.841736e-07,3.3043325e-06,0.008096904,-3.5390258e-08,0.0049215257,0.021235913,1.2136996e-05,8.627772e-05,-3.1478703e-06,0.00046099722,0.004342541,-2.3450702e-06,0.0031036586,4.414469e-07,2.6058406e-05,-1.9855797e-05,-5.820766e-09,0.012871534,0.0061576664,-1.007691e-05,2.0954758e-08,3.878027e-06,0.011865377,0.009142309,0.010778487,-1.6242266e-06,0.026119173,1.5776604e-06,0.002820447,0.00050097704,0.0036890358,-2.6192516e-05,0.0053100735,0.015561461,0.0034394711,4.546717e-06,0.0169757,0.017422229,0.008573085,0.013309926,1.5599653e-08,0.004671335,0.011958659,0.00372684,0.010467827,0.004784286,0.033122957,0.0004950091,4.157424e-05,-3.1106174e-06,-5.122274e-09,0.018200517,-3.6325306e-05,0.0005104989,0.01791501,0.0008032918,3.0115247e-05,-1.1667609e-05,0.013586193,0.009633422,-7.683411e-09,1.6424805e-05,0.0013994575,0.02143848,-2.597645e-05,2.3748726e-08,1.681596e-05,0.0036362559,0.013942778,-7.547438e-06,0.030928046,0.010983139,1.8432736e-05,0.020024776,0.020968825,0.011547059,0.01384449,0.000118397176,0.00012444705,0.018542677,-2.9094517e-06,0.0110678375,-2.354756e-05,0.00010471046,0.0053114593,0.003193438,0.0113684535,0.005858779,0.0016797781,5.54882e-06,1.1175871e-07,1.6856939e-06,-1.7462298e-09,0.010908484,3.241375e-05
C.2,0.012544811,0.00020127743,0.00021111965,0.0014456362,0.008776337,-1.3411045e-06,0.014950275,0.0034574121,5.0865114e-05,2.110377e-05,4.1950494e-05,4.053116e-06,0.0037968308,0.008068085,4.004687e-08,0.004246652,0.001975298,0.0024857223,0.027026296,0.010947883,0.020696402,-7.6871365e-06,1.8782914e-05,4.656613e-09,0.0027625412,-1.010485e-07,0.018664867,8.776784e-05,3.259629e-09,0.0013780892,0.007449895,0.018941045,0.00042735785,0.0015230775,0.013027906,-5.517155e-06,5.921349e-06,0.018782556,0.015726477,-1.14664435e-05,0.0014313608,0.0044561774,0.0034866333,0.009001613,0.00015050918,0.0044444054,0.009157062,0.019145072,0.0032018423,0.012239188,2.1141022e-07,0.0029368699,0.017827183,0.0006996393,0.00026972592,1.8626451e-09,1.3586134e-05,0.0038783848,-2.6762486e-05,0.00016404688,0.00076007843,9.248033e-07,6.3315034e-05,-6.2864274e-07,0.006588191,2.2992492e-05,0.014593869,0.010852575,0.01309371,0.011788189,-2.5387853e-06,0.0052366406,0.0029072016,-7.841736e-07,3.3043325e-06,0.008096904,-3.5390258e-08,0.0049215257,0.021235913,6.293133e-05,8.627772e-05,-3.1478703e-06,0.00046099722,0.004342541,-2.3450702e-06,0.0031036586,4.414469e-07,2.6058406e-05,-1.9855797e-05,-5.820766e-09,0.012871534,0.0061576664,-1.007691e-05,2.0954758e-08,3.878027e-06,0.011865377,0.009142309,0.010778487,-1.6242266e-06,0.026119173,1.5776604e-06,0.002820447,0.00050097704,0.0045629144,-2.6192516e-05,0.0053100735,0.015561461,0.0034394711,4.546717e-06,0.018903047,0.017422229,0.008556753,0.013245493,1.0067597e-06,0.004671335,0.012750626,0.0044980794,0.011317462,0.0049116164,0.033495367,0.0004950091,0.00026068836,-3.1106174e-06,-5.122274e-09,0.018200517,-3.6325306e-05,0.000488922,0.01791501,0.00082296133,1.6693026e-05,-1.1667609e-05,0.012948036,0.009633422,-7.683411e-09,3.3713877e-06,0.0013994575,0.020776987,-2.597645e-05,2.3748726e-08,1.681596e-05,0.0036362559,0.013857037,-7.547438e-06,0.030928046,0.010972798,3.4939498e-05,0.020024776,0.020968825,0.011547059,0.01159358,0.000118397176,0.000101946294,0.017926127,-2.9094517e-06,0.010939628,-2.354756e-05,9.086728e-05,0.0049801916,0.003193438,0.0113684535,0.0060635805,0.0008725673,5.54882e-06,7.590279e-08,1.2982637e-06,-3.4924597e-10,0.010908484,2.2225082e-05
B.3,0.012544811,0.0033052117,0.0010230243,0.0017610788,0.008949786,-1.3411045e-06,0.016997218,0.009407967,0.00020827353,3.6254525e-05,4.022196e-05,4.053116e-06,0.0048069656,0.008068085,3.0361116e-07,0.004246652,0.001975298,0.0026435107,0.027026296,0.010947883,0.020696402,-7.6871365e-06,1.8782914e-05,3.6671758e-05,0.0074940026,-1.010485e-07,0.018664867,8.776784e-05,3.259629e-09,0.0016230941,0.0075632334,0.01900646,0.0007375926,0.0071763396,0.013812244,-5.517155e-06,5.921349e-06,0.018782556,0.015826881,-1.14664435e-05,0.0014313608,0.0044561774,0.0035152584,0.009001613,8.583069e-05,0.0045920163,0.009237528,0.018063784,0.0032018423,0.012239188,2.1141022e-07,0.0029368699,0.017871588,0.0028692037,0.00090298057,6.752089e-08,2.2318214e-05,0.0038783848,-2.6762486e-05,0.00028877705,0.00076007843,5.5301934e-06,6.3315034e-05,-6.2864274e-07,0.006588191,2.4776906e-05,0.026394963,0.011748612,0.013115525,0.01238808,-2.5387853e-06,0.0052366406,0.0029072016,-7.841736e-07,3.3043325e-06,0.008096904,-3.5390258e-08,0.0049215257,0.021235913,0.00022991002,8.627772e-05,-3.1478703e-06,0.00046099722,0.004342541,-2.3450702e-06,0.0031036586,4.414469e-07,2.6058406e-05,-1.9855797e-05,-5.820766e-09,0.012871534,0.0061576664,-1.007691e-05,2.0954758e-08,3.878027e-06,0.011865377,0.009142309,0.010778487,-1.6242266e-06,0.026119173,1.5776604e-06,0.002820447,0.00050097704,0.0056720674,-2.6192516e-05,0.0053100735,0.015561461,0.0034394711,4.546717e-06,0.03352216,0.017422229,0.008607119,0.013311505,1.790002e-06,0.004671335,0.01399067,0.00463292,0.013492733,0.0051540434,0.033663273,0.0004950091,0.00018355995,-3.1106174e-06,-5.122274e-09,0.018200517,-3.6325306e-05,0.00034295768,0.01791501,0.00084505975,0.0003349036,-1.1667609e-05,0.014683276,0.009633422,-7.683411e-09,5.467981e-05,0.0013994575,0.022331804,-2.597645e-05,2.3748726e-08,1.681596e-05,0.0036362559,0.013958633,-7.547438e-06,0.030928046,0.0111786425,0.0001412332,0.020024776,0.020968825,0.011547059,0.030502856,0.000118397176,0.00015523285,0.023770094,-2.9094517e-06,0.01187095,-2.354756e-05,0.0002027899,0.0056490004,0.003193438,0.0113684535,0.0059303045,0.002942562,5.54882e-06,3.9115548e-07,1.8514693e-06,2.0489097e-08,0.010908484,0.00013645738
D.1,0.012544811,0.0003778711,0.000841558,0.0016498119,0.008757502,-1.3411045e-06,0.017203212,0.005586505,1.0345131e-05,3.6027282e-05,3.888458e-05,4.053116e-06,0.004216209,0.008068085,1.299195e-07,0.004246652,0.001975298,0.0024039894,0.027026296,0.010947883,0.020696402,-7.6871365e-06,1.8782914e-05,6.752089e-08,0.0042165667,-1.010485e-07,0.018664867,8.776784e-05,3.259629e-09,0.0014574975,0.0074782968,0.018897086,0.00043812394,0.0050925314,0.013599366,-5.517155e-06,5.921349e-06,0.018782556,0.015761763,-1.14664435e-05,0.0014313608,0.0044561774,0.0035604239,0.009001613,0.0002008751,0.004590139,0.009060234,0.018418342,0.0032018423,0.012239188,2.1141022e-07,0.0029368699,0.01781413,0.00030738115,0.00012464821,-5.820766e-10,1.816079e-05,0.0038783848,-2.6762486e-05,8.755177e-05,0.00076007843,1.0477379e-09,6.3315034e-05,-6.2864274e-07,0.006588191,2.361089e-05,0.021341383,0.011318594,0.013097912,0.011947066,-2.5387853e-06,0.0052366406,0.0029072016,-7.841736e-07,3.3043325e-06,0.008096904,-3.5390258e-08,0.0049215257,0.021235913,8.430332e-06,8.627772e-05,-3.1478703e-06,0.00046099722,0.004342541,-2.3450702e-06,0.0031036586,4.414469e-07,2.6058406e-05,-1.9855797e-05,-5.820766e-09,0.012871534,0.0061576664,-1.007691e-05,2.0954758e-08,3.878027e-06,0.011865377,0.009142309,0.010778487,-1.6242266e-06,0.026119173,1.5776604e-06,0.002820447,0.00050097704,0.0039158165,-2.6192516e-05,0.0053100735,0.015561461,0.0034394711,4.546717e-06,0.025457174,0.017422229,0.008563012,0.013275385,7.0575625e-06,0.004671335,0.012070209,0.0034541935,0.01079613,0.0048793405,0.034034073,0.0004950091,8.743256e-05,-3.1106174e-06,-5.122274e-09,0.018200517,-3.6325306e-05,0.00059974194,0.01791501,0.0008701086,0.00010653585,-1.1667609e-05,0.0137191415,0.009633422,-7.683411e-09,3.0126423e-05,0.0013994575,0.021874517,-2.597645e-05,2.3748726e-08,1.681596e-05,0.0036362559,0.013917118,-7.547438e-06,0.030928046,0.011034429,4.522875e-05,0.020024776,0.020968825,0.011547059,0.01862219,0.000118397176,0.00013481826,0.02008441,-2.9094517e-06,0.011289716,-2.354756e-05,0.0001271069,0.0053865016,0.003193438,0.0113684535,0.006143719,0.0020196885,5.54882e-06,1.5646219e-07,2.425164e-06,4.656613e-09,0.010908484,5.1092356e-05
E.3,0.012544811,0.003842935,0.0016225725,0.0019943565,0.008913726,-1.3411045e-06,0.016984671,0.008033305,0.0006812066,5.894527e-05,5.3163618e-05,4.053116e-06,0.004845172,0.008068085,5.820766e-09,0.004246652,0.001975298,0.0025584996,0.027026296,0.010947883,0.020696402,-7.6871365e-06,1.8782914e-05,2.8133392e-05,0.007879913,-1.010485e-07,0.018664867,8.776784e-05,3.259629e-09,0.0016270429,0.0075567067,0.019093424,0.0007272363,0.006568104,0.014503956,-5.517155e-06,5.921349e-06,0.018782556,0.01580736,-1.14664435e-05,0.0014313608,0.0044561774,0.0038974285,0.009001613,0.0001758337,0.0047537833,0.009309202,0.018252581,0.0032018423,0.012239188,2.1141022e-07,0.0029368699,0.017845988,0.002635017,0.00068853796,1.6018748e-07,5.942583e-05,0.0038783848,-2.6762486e-05,0.0004887581,0.00076007843,3.30396e-05,6.3315034e-05,-6.2864274e-07,0.006588191,2.4423003e-05,0.02370122,0.011894703,0.013119042,0.012319654,-2.5387853e-06,0.0052366406,0.0029072016,-7.841736e-07,3.3043325e-06,0.008096904,-3.5390258e-08,0.0049215257,0.021235913,0.00027422607,8.627772e-05,-3.1478703e-06,0.00046099722,0.004342541,-2.3450702e-06,0.0031036586,4.414469e-07,2.6058406e-05,-1.9855797e-05,-5.820766e-09,0.012871534,0.0061576664,-1.007691e-05,2.0954758e-08,3.878027e-06,0.011865377,0.009142309,0.010778487,-1.6242266e-06,0.026119173,1.5776604e-06,0.002820447,0.00050097704,0.010614663,-2.6192516e-05,0.0053100735,0.015561461,0.0034394711,4.546717e-06,0.027013779,0.017422229,0.008640319,0.0134296715,2.034381e-05,0.004671335,0.014496177,0.0056538284,0.013498485,0.005153775,0.034437567,0.0004950091,0.00024968386,-3.1106174e-06,-5.122274e-09,0.018200517,-3.6325306e-05,0.00076694787,0.01791501,0.0009263158,0.00046234578,-1.1667609e-05,0.015124321,0.009633422,-7.683411e-09,6.409362e-05,0.0013994575,0.022735,-2.597645e-05,2.3748726e-08,1.681596e-05,0.0036362559,0.013982624,-7.547438e-06,0.030928046,0.011124343,7.4934214e-05,0.020024776,0.020968825,0.011547059,0.030710906,0.000118397176,0.00018367916,0.022494584,-2.9094517e-06,0.011662662,-2.354756e-05,0.00017283112,0.0057576,0.003193438,0.0113684535,0.0061056614,0.003566444,5.54882e-06,2.5238842e-07,1.5217811e-06,7.0780516e-08,0.010908484,9.907782e-05
A.2,0.012544811,0.0023638606,0.0017112046,0.0018621385,0.008975446,-1.3411045e-06,0.017367005,0.0108214915,0.0016822368,4.8797578e-05,4.5083463e-05,4.053116e-06,0.005136028,0.008068085,8.0280006e-07,0.004246652,0.001975298,0.0027222484,0.027026296,0.010947883,0.020696402,-7.6871365e-06,1.8782914e-05,5.924329e-05,0.008393556,-1.010485e-07,0.018664867,8.776784e-05,3.259629e-09,0.0016444027,0.007556945,0.019190311,0.00080797076,0.007977247,0.013903737,-5.517155e-06,5.921349e-06,0.018782556,0.01583454,-1.14664435e-05,0.0014313608,0.0044561774,0.003638193,0.009001613,0.00011178106,0.0046872348,0.009249687,0.019082278,0.0032018423,0.012239188,2.1141022e-07,0.0029368699,0.017843217,0.0032730997,0.00073197484,8.987263e-08,5.107373e-05,0.0038783848,-2.6762486e-05,0.0005934164,0.00076007843,2.597645e-05,6.3315034e-05,-6.2864274e-07,0.006588191,2.4918467e-05,0.025310695,0.0116785765,0.013106495,0.012409478,-2.5387853e-06,0.0052366406,0.0029072016,-7.841736e-07,3.3043325e-06,0.008096904,-3.5390258e-08,0.0049215257,0.021235913,0.00011392683,8.627772e-05,-3.1478703e-06,0.00046099722,0.004342541,-2.3450702e-06,0.0031036586,4.414469e-07,2.6058406e-05,-1.9855797e-05,-5.820766e-09,0.012871534,0.0061576664,-1.007691e-05,2.0954758e-08,3.878027e-06,0.011865377,0.009142309,0.010778487,-1.6242266e-06,0.026119173,1.5776604e-06,0.002820447,0.00050097704,0.006029129,-2.6192516e-05,0.0053100735,0.015561461,0.0034394711,4.546717e-06,0.031792223,0.017422229,0.008618832,0.013466716,6.692484e-06,0.004671335,0.014470905,0.0049488395,0.013940722,0.0051004738,0.034104496,0.0004950091,0.00023151189,-3.1106174e-06,-5.122274e-09,0.018200517,-3.6325306e-05,0.00063982606,0.01791501,0.00087992847,0.0005306974,-1.1667609e-05,0.015162319,0.009633422,-7.683411e-09,9.615719e-05,0.0013994575,0.022865206,-2.597645e-05,2.3748726e-08,1.681596e-05,0.0036362559,0.013986945,-7.547438e-06,0.030928046,0.011231482,0.00018226355,0.020024776,0.020968825,0.011547059,0.030836105,0.000118397176,0.00017479807,0.022081286,-2.9094517e-06,0.011624873,-2.354756e-05,0.00016944855,0.005876392,0.003193438,0.0113684535,0.0059895515,0.0039622635,5.54882e-06,2.9802322e-07,1.9129366e-06,4.377216e-08,0.010908484,9.5672905e-05
C.3,0.012544811,0.00011650473,0.00044076145,0.0013399273,0.008607328,-1.3411045e-06,0.017552108,0.0071416795,-8.572638e-05,5.7302415e-05,2.8770417e-05,4.053116e-06,0.0042657703,0.008068085,-4.1183084e-06,0.004246652,0.001975298,0.002337575,0.027026296,0.010947883,0.020696402,-7.6871365e-06,1.8782914e-05,3.920868e-06,0.0013003647,-1.010485e-07,0.018664867,8.776784e-05,3.259629e-09,0.0013571233,0.0074162185,0.018716305,0.0001866892,0.0018111318,0.0131445825,-5.517155e-06,5.921349e-06,0.018782556,0.015711159,-1.14664435e-05,0.0014313608,0.0044561774,0.003529787,0.009001613,0.00022412091,0.0047435164,0.008987457,0.017793775,0.0032018423,0.012239188,2.1141022e-07,0.0029368699,0.017826468,6.3013285e-06,1.1269003e-05,-2.4959445e-07,6.1970204e-06,0.0038783848,-2.6762486e-05,6.273389e-06,0.00076007843,-4.729256e-06,6.3315034e-05,-6.2864274e-07,0.006588191,2.2727996e-05,0.008290857,0.009742498,0.013080686,0.011657715,-2.5387853e-06,0.0052366406,0.0029072016,-7.841736e-07,3.3043325e-06,0.008096904,-3.5390258e-08,0.0049215257,0.021235913,1.2619421e-07,8.627772e-05,-3.1478703e-06,0.00046099722,0.004342541,-2.3450702e-06,0.0031036586,4.414469e-07,2.6058406e-05,-1.9855797e-05,-5.820766e-09,0.012871534,0.0061576664,-1.007691e-05,2.0954758e-08,3.878027e-06,0.011865377,0.009142309,0.010778487,-1.6242266e-06,0.026119173,1.5776604e-06,0.002820447,0.00050097704,0.004436493,-2.6192516e-05,0.0053100735,0.015561461,0.0034394711,4.546717e-06,0.016098142,0.017422229,0.0085525215,0.013115317,7.385388e-07,0.004671335,0.01409924,0.0066155195,0.012668401,0.0045205504,0.03307852,0.0004950091,3.7550926e-06,-3.1106174e-06,-5.122274e-09,0.018200517,-3.6325306e-05,0.00020116568,0.01791501,0.00083225965,0.00010059029,-1.1667609e-05,0.013442427,0.009633422,-7.683411e-09,1.19917095e-05,0.0013994575,0.021147251,-2.597645e-05,2.3748726e-08,1.681596e-05,0.0036362559,0.013869822,-7.547438e-06,0.030928046,0.010973394,3.11248e-05,0.020024776,0.020968825,0.011547059,0.011473626,0.000118397176,0.00010535866,0.015497088,-2.9094517e-06,0.010550886,-2.354756e-05,5.9183687e-05,0.005145654,0.003193438,0.0113684535,0.006176442,0.0012170076,5.54882e-06,4.33065e-08,1.9483268e-06,0.0,0.010908484,5.9381127e-06
A.3,0.012544811,0.0030877441,0.0009901077,0.00181593,0.008865625,-1.3411045e-06,0.018973172,0.0066984594,0.0005513057,6.676465e-05,5.092472e-05,4.053116e-06,0.004603058,0.008068085,-3.4924597e-10,0.004246652,0.001975298,0.0026484728,0.027026296,0.010947883,0.020696402,-7.6871365e-06,1.8782914e-05,1.0475516e-05,0.0061405897,-1.010485e-07,0.018664867,8.776784e-05,3.259629e-09,0.0015922338,0.007553369,0.019075066,0.0007120669,0.006121069,0.014476925,-5.517155e-06,5.921349e-06,0.018782556,0.015809119,-1.14664435e-05,0.0014313608,0.0044561774,0.0036947876,0.009001613,0.00019440055,0.0048004836,0.009372026,0.017697126,0.0032018423,0.012239188,2.1141022e-07,0.0029368699,0.017855853,0.0026984215,0.00057548285,1.0617077e-07,3.81656e-05,0.0038783848,-2.6762486e-05,0.00052226335,0.00076007843,4.0493906e-06,6.3315034e-05,-6.2864274e-07,0.006588191,2.445653e-05,0.024152756,0.012385368,0.013120234,0.012288749,-2.5387853e-06,0.0052366406,0.0029072016,-7.841736e-07,3.3043325e-06,0.008096904,-3.5390258e-08,0.0049215257,0.021235913,0.00017124414,8.627772e-05,-3.1478703e-06,0.00046099722,0.004342541,-2.3450702e-06,0.0031036586,4.414469e-07,2.6058406e-05,-1.9855797e-05,-5.820766e-09,0.012871534,0.0061576664,-1.007691e-05,2.0954758e-08,3.878027e-06,0.011865377,0.009142309,0.010778487,-1.6242266e-06,0.026119173,1.5776604e-06,0.002820447,0.00050097704,0.00678429,-2.6192516e-05,0.0053100735,0.015561461,0.0034394711,4.546717e-06,0.028275937,0.017422229,0.008605689,0.013452023,1.938641e-05,0.004671335,0.013921618,0.005309239,0.012811661,0.0051358193,0.034606636,0.0004950091,0.00023373961,-3.1106174e-06,-5.122274e-09,0.018200517,-3.6325306e-05,0.0007764399,0.01791501,0.0009307116,0.000525862,-1.1667609e-05,0.015366912,0.009633422,-7.683411e-09,5.5942684e-05,0.0013994575,0.022483736,-2.597645e-05,2.3748726e-08,1.681596e-05,0.0036362559,0.014060378,-7.547438e-06,0.030928046,0.011144787,5.7097524e-05,0.020024776,0.020968825,0.011547059,0.030400157,0.000118397176,0.00016557425,0.022335887,-2.9094517e-06,0.011635661,-2.354756e-05,0.00016908348,0.0056601763,0.003193438,0.0113684535,0.0061341524,0.0030879676,5.54882e-06,3.1571835e-07,1.5050173e-06,4.4703484e-08,0.010908484,9.467453e-05
E.4,0.012544811,0.0019322336,0.0011310577,0.0018259883,0.008860648,-1.3411045e-06,0.01681441,0.006481111,0.00024038553,3.9935112e-05,4.2583793e-05,4.053116e-06,0.004573375,0.008068085,6.8731606e-07,0.004246652,0.001975298,0.0025526732,0.027026296,0.010947883,0.020696402,-7.6871365e-06,1.8782914e-05,1.3373792e-05,0.006390989,-1.010485e-07,0.018664867,8.776784e-05,3.259629e-09,0.0015385896,0.0075445175,0.019015133,0.0005844608,0.005202189,0.013762057,-5.517155e-06,5.921349e-06,0.018782556,0.01578483,-1.14664435e-05,0.0014313608,0.0044561774,0.0036417544,0.009001613,0.00017954409,0.004621789,0.009210855,0.018471777,0.0032018423,0.012239188,2.1141022e-07,0.0029368699,0.017830461,0.0013246536,0.0004426688,5.6345016e-08,3.921613e-05,0.0038783848,-2.6762486e-05,0.00027980655,0.00076007843,4.226342e-06,6.3315034e-05,-6.2864274e-07,0.006588191,2.4016947e-05,0.018257022,0.011291176,0.0131185055,0.01224187,-2.5387853e-06,0.0052366406,0.0029072016,-7.841736e-07,3.3043325e-06,0.008096904,-3.5390258e-08,0.0049215257,0.021235913,0.00011564791,8.627772e-05,-3.1478703e-06,0.00046099722,0.004342541,-2.3450702e-06,0.0031036586,4.414469e-07,2.6058406e-05,-1.9855797e-05,-5.820766e-09,0.012871534,0.0061576664,-1.007691e-05,2.0954758e-08,3.878027e-06,0.011865377,0.009142309,0.010778487,-1.6242266e-06,0.026119173,1.5776604e-06,0.002820447,0.00050097704,0.0066880584,-2.6192516e-05,0.0053100735,0.015561461,0.0034394711,4.546717e-06,0.028888464,0.017422229,0.008598894,0.013321966,1.5016645e-05,0.004671335,0.013523519,0.004465565,0.012640476,0.0048121065,0.034302562,0.0004950091,7.5519085e-05,-3.1106174e-06,-5.122274e-09,0.018200517,-3.6325306e-05,0.00051181763,0.01791501,0.0008788854,0.00024351478,-1.1667609e-05,0.014358968,0.009633422,-7.683411e-09,3.749132e-05,0.0013994575,0.022114158,-2.597645e-05,2.3748726e-08,1.681596e-05,0.0036362559,0.013950288,-7.547438e-06,0.030928046,0.011086941,6.360188e-05,0.020024776,0.020968825,0.011547059,0.024111122,0.000118397176,0.00014916062,0.021348178,-2.9094517e-06,0.011489034,-2.354756e-05,0.0001507327,0.005503565,0.003193438,0.0113684535,0.0061115026,0.0024471283,5.54882e-06,1.5832484e-07,2.2128224e-06,7.543713e-08,0.010908484,7.450953e-05
D.2,0.012544811,0.0021844208,0.0012481362,0.0017914474,0.008874297,-1.3411045e-06,0.01776442,0.006978065,0.00023195148,6.983057e-05,4.4565648e-05,4.053116e-06,0.004466802,0.008068085,3.4924597e-08,0.004246652,0.001975298,0.0025196373,0.027026296,0.010947883,0.020696402,-7.6871365e-06,1.8782914e-05,2.0805746e-06,0.006180018,-1.010485e-07,0.018664867,8.776784e-05,3.259629e-09,0.0015433878,0.0075529516,0.019012928,0.0005910024,0.0063108504,0.014094412,-5.517155e-06,5.921349e-06,0.018782556,0.015791833,-1.14664435e-05,0.0014313608,0.0044561774,0.0037450492,0.009001613,0.00014823675,0.004817888,0.009304136,0.018145412,0.0032018423,0.012239188,2.1141022e-07,0.0029368699,0.01785317,0.0019095689,0.00042508543,2.7008355e-08,2.746284e-05,0.0038783848,-2.6762486e-05,0.00035062432,0.00076007843,2.8163195e-06,6.3315034e-05,-6.2864274e-07,0.006588191,2.4143606e-05,0.023255438,0.011870295,0.013124973,0.01225239,-2.5387853e-06,0.0052366406,0.0029072016,-7.841736e-07,3.3043325e-06,0.008096904,-3.5390258e-08,0.0049215257,0.021235913,0.0001617819,8.627772e-05,-3.1478703e-06,0.00046099722,0.004342541,-2.3450702e-06,0.0031036586,4.414469e-07,2.6058406e-05,-1.9855797e-05,-5.820766e-09,0.012871534,0.0061576664,-1.007691e-05,2.0954758e-08,3.878027e-06,0.011865377,0.009142309,0.010778487,-1.6242266e-06,0.026119173,1.5776604e-06,0.002820447,0.00050097704,0.006691128,-2.6192516e-05,0.0053100735,0.015561461,0.0034394711,4.546717e-06,0.02729389,0.017422229,0.008597612,0.013355106,2.6512891e-05,0.004671335,0.014303803,0.0055588186,0.013368368,0.0050480664,0.034355074,0.0004950091,0.00019998103,-3.1106174e-06,-5.122274e-09,0.018200517,-3.6325306e-05,0.0008318573,0.01791501,0.00090923905,0.00034878403,-1.1667609e-05,0.014763474,0.009633422,-7.683411e-09,5.61364e-05,0.0013994575,0.02238682,-2.597645e-05,2.3748726e-08,1.681596e-05,0.0036362559,0.013993561,-7.547438e-06,0.030928046,0.01110974,6.0331076e-05,0.020024776,0.020968825,0.011547059,0.02601865,0.000118397176,0.00015620887,0.021481544,-2.9094517e-06,0.011504769,-2.354756e-05,0.00015237927,0.0056328773,0.003193438,0.0113684535,0.006059587,0.002927199,5.54882e-06,2.4400651e-07,2.0135194e-06,8.195639e-08,0.010908484,7.6174736e-05
