,M_1,M_2,M_3,M_4,M_5,M_6,M_7,M_8,M_9,M_10,M_11,M_12,M_13,M_14,M_15,M_16,M_17,M_18,M_19,M_20,M_21,M_22,M_23,M_24,M_25,M_26,M_27,M_28,M_29,M_30,M_31,M_32,M_33,M_34,M_35,M_36,M_37,M_38,M_39,M_40,M_41,M_42,M_43,M_44,M_45,M_46,M_47,M_48,M_49,M_50,M_51,M_52,M_53,M_54,M_55,M_56,M_57,M_58,M_59,M_60,M_61,M_62,M_63,M_64,M_65,M_66,M_67,M_68,M_69,M_70,M_71,M_72,M_73,M_74,M_75,M_76,M_77,M_78,M_79,M_80,M_81,M_83,M_84,M_85,M_87,M_88,M_89,M_90,M_91,M_92,M_93,M_94,M_95,M_96,M_97,M_98,M_99,M_100,M_101,M_102,M_103,M_105,M_106,M_107,M_108,M_109,M_110,M_111,M_112,M_113,M_114,M_115,M_116,M_117,M_118,M_119,M_120,M_121,M_122,M_123,M_124,M_125,M_126,M_127,M_128,M_129,M_130,M_131,M_132,M_133,M_134,M_135,M_136,M_137,M_138,M_139,M_140,M_141,M_142,M_143,M_144,M_145,M_146,M_147,M_148,M_149,M_150,M_151,M_152,M_153,M_154,M_155,M_156,M_157,M_158,M_159,M_160,M_161,M_162,M_163,M_164,M_165,M_166,M_167,M_168,M_169,M_170,M_171
B.240,0.012544811,0.0025477856,0.0014066696,0.0019149035,0.008937538,-1.3411045e-06,0.018200457,0.008333951,0.00082468987,5.6132674e-05,4.8223883e-05,4.053116e-06,0.004769355,0.008068085,1.4528632e-06,0.004246652,0.001975298,0.0026697665,0.027026296,0.010947883,0.020696402,-7.6871365e-06,1.8782914e-05,2.1219254e-05,0.008122355,-1.010485e-07,0.018664867,8.776784e-05,3.259629e-09,0.0016272813,0.0075980127,0.019111305,0.0007650703,0.009699285,0.014444649,-5.517155e-06,5.921349e-06,0.018782556,0.015801877,-1.14664435e-05,0.0014313608,0.0044561774,0.0038170666,0.009001613,0.00023595989,0.0047360808,0.009245247,0.018893749,0.0032018423,0.012239188,2.1141022e-07,0.0029368699,0.017845064,0.0026130974,0.0006065294,8.335337e-08,4.0210783e-05,0.0038783848,-2.6762486e-05,0.00045038015,0.00076007843,1.0311604e-05,6.3315034e-05,-6.2864274e-07,0.006588191,2.4326146e-05,0.025084943,0.011858046,0.013131827,0.012505591,-2.5387853e-06,0.0052366406,0.0029072016,-7.841736e-07,3.3043325e-06,0.008096904,-3.5390258e-08,0.0049215257,0.021235913,7.769093e-05,8.627772e-05,-3.1478703e-06,0.00046099722,0.004342541,-2.3450702e-06,0.0031036586,4.414469e-07,2.6058406e-05,-1.9855797e-05,-5.820766e-09,0.012871534,0.0061576664,-1.007691e-05,2.0954758e-08,3.878027e-06,0.011865377,0.009142309,0.010778487,-1.6242266e-06,0.026119173,1.5776604e-06,0.002820447,0.00050097704,0.005641997,-2.6192516e-05,0.0053100735,0.015561461,0.0034394711,4.546717e-06,0.02835682,0.017422229,0.008588225,0.013367504,2.1658838e-05,0.004671335,0.014334172,0.00518848,0.013545722,0.0050510615,0.034620553,0.0004950091,0.00017615408,-3.1106174e-06,-5.122274e-09,0.018200517,-3.6325306e-05,0.0008237064,0.01791501,0.0009211153,0.0005538836,-1.1667609e-05,0.015415281,0.009633422,-7.683411e-09,9.184331e-05,0.0013994575,0.022843331,-2.597645e-05,2.3748726e-08,1.681596e-05,0.0036362559,0.014042616,-7.547438e-06,0.030928046,0.011199325,0.00010444969,0.020024776,0.020968825,0.011547059,0.031073987,0.000118397176,0.00017522275,0.022240669,-2.9094517e-06,0.011636078,-2.354756e-05,0.00017009676,0.005860269,0.003193438,0.0113684535,0.0061922967,0.003903821,5.54882e-06,2.9616058e-07,2.3972243e-06,8.4750354e-08,0.010908484,9.614229e-05
A.363,0.012544811,0.0034641623,0.0012282878,0.0019962788,0.008838594,-1.3411045e-06,0.020146608,0.007187426,0.00027951598,3.843382e-05,5.1740557e-05,4.053116e-06,0.0047445446,0.008068085,2.0302832e-07,0.004246652,0.001975298,0.0025477111,0.027026296,0.010947883,0.020696402,-7.6871365e-06,1.8782914e-05,7.496402e-05,0.0077675283,-1.010485e-07,0.018664867,8.776784e-05,3.259629e-09,0.0016382188,0.0075891316,0.01902473,0.0006927997,0.008538425,0.013863832,-5.517155e-06,5.921349e-06,0.018782556,0.015794009,-1.14664435e-05,0.0014313608,0.0044561774,0.0038273484,0.009001613,0.0002283603,0.004609853,0.009413451,0.018176615,0.0032018423,0.012239188,2.1141022e-07,0.0029368699,0.01785788,0.0029322803,0.0006541759,8.428469e-08,4.4979155e-05,0.0038783848,-2.6762486e-05,0.00046774,0.00076007843,3.053248e-05,6.3315034e-05,-6.2864274e-07,0.006588191,2.4184585e-05,0.024460465,0.011763692,0.013128012,0.012472957,-2.5387853e-06,0.0052366406,0.0029072016,-7.841736e-07,3.3043325e-06,0.008096904,-3.5390258e-08,0.0049215257,0.021235913,0.00046987832,8.627772e-05,-3.1478703e-06,0.00046099722,0.004342541,-2.3450702e-06,0.0031036586,4.414469e-07,2.6058406e-05,-1.9855797e-05,-5.820766e-09,0.012871534,0.0061576664,-1.007691e-05,2.0954758e-08,3.878027e-06,0.011865377,0.009142309,0.010778487,-1.6242266e-06,0.026119173,1.5776604e-06,0.002820447,0.00050097704,0.004686564,-2.6192516e-05,0.0053100735,0.015561461,0.0034394711,4.546717e-06,0.032997847,0.017422229,0.008651376,0.013346374,1.4388934e-07,0.004671335,0.014665782,0.007962137,0.012810439,0.005156234,0.033865422,0.0004950091,0.0003129989,-3.1106174e-06,-5.122274e-09,0.018200517,-3.6325306e-05,0.00046954304,0.01791501,0.0008992702,0.0005428046,-1.1667609e-05,0.015407741,0.009633422,-7.683411e-09,4.1287392e-05,0.0013994575,0.022302508,-2.597645e-05,2.3748726e-08,1.681596e-05,0.0036362559,0.014076799,-7.547438e-06,0.030928046,0.011218935,0.000102862716,0.020024776,0.020968825,0.011547059,0.032988966,0.000118397176,0.00016182661,0.023023129,-2.9094517e-06,0.011769146,-2.354756e-05,0.00018904358,0.005558014,0.003193438,0.0113684535,0.006182164,0.0027099848,5.54882e-06,4.2002648e-07,2.4754554e-06,8.1490725e-09,0.010908484,0.00011921674
A.364,0.012544811,0.0020974427,0.002202779,0.0021488667,0.008833498,-1.3411045e-06,0.015877336,0.009487808,0.00023801625,3.9640814e-05,4.985556e-05,4.053116e-06,0.0048959553,0.008068085,3.4924597e-08,0.004246652,0.001975298,0.0025781244,0.027026296,0.010947883,0.020696402,-7.6871365e-06,1.8782914e-05,0.00012657046,0.0077317357,-1.010485e-07,0.018664867,8.776784e-05,3.259629e-09,0.0015065074,0.007525474,0.019014508,0.0005037561,0.011294872,0.013729662,-5.517155e-06,5.921349e-06,0.018782556,0.015737116,-1.14664435e-05,0.0014313608,0.0044561774,0.003813848,0.009001613,0.0001494363,0.004619479,0.009290367,0.017178535,0.0032018423,0.012239188,2.1141022e-07,0.0029368699,0.017848253,0.0017222315,0.00049636513,7.543713e-08,7.298589e-05,0.0038783848,-2.6762486e-05,0.00034167618,0.00076007843,4.1387975e-06,6.3315034e-05,-6.2864274e-07,0.006588191,2.3178756e-05,0.017684728,0.010508984,0.01311633,0.012130082,-2.5387853e-06,0.0052366406,0.0029072016,-7.841736e-07,3.3043325e-06,0.008096904,-3.5390258e-08,0.0049215257,0.021235913,7.319078e-05,8.627772e-05,-3.1478703e-06,0.00046099722,0.004342541,-2.3450702e-06,0.0031036586,4.414469e-07,2.6058406e-05,-1.9855797e-05,-5.820766e-09,0.012871534,0.0061576664,-1.007691e-05,2.0954758e-08,3.878027e-06,0.011865377,0.009142309,0.010778487,-1.6242266e-06,0.026119173,1.5776604e-06,0.002820447,0.00050097704,0.004421279,-2.6192516e-05,0.0053100735,0.015561461,0.0034394711,4.546717e-06,0.025427371,0.017422229,0.0086141825,0.013394117,3.259629e-09,0.004671335,0.0142199695,0.007657379,0.012444645,0.004831493,0.03422284,0.0004950091,3.3952296e-05,-3.1106174e-06,-5.122274e-09,0.018200517,-3.6325306e-05,0.0010709316,0.01791501,0.0009037256,0.00034298003,-1.1667609e-05,0.014590681,0.009633422,-7.683411e-09,3.139302e-05,0.0013994575,0.021803468,-2.597645e-05,2.3748726e-08,1.681596e-05,0.0036362559,0.013965428,-7.547438e-06,0.030928046,0.011099368,6.5252185e-05,0.020024776,0.020968825,0.011547059,0.02720654,0.000118397176,0.00013176352,0.022728235,-2.9094517e-06,0.011689037,-2.354756e-05,0.0001757592,0.0054389536,0.003193438,0.0113684535,0.006061703,0.0021018833,5.54882e-06,2.7101487e-07,4.9266964e-06,2.1234155e-07,0.010908484,0.000102326274
D.125,0.012544811,0.001958117,0.0011842251,0.0018360615,0.008851886,-1.3411045e-06,0.021577597,0.01671037,2.4966896e-05,3.5006553e-05,5.9399754e-05,4.053116e-06,0.0041699857,0.008068085,4.9471855e-06,0.004246652,0.001975298,0.002920717,0.027026296,0.010947883,0.020696402,-7.6871365e-06,1.8782914e-05,1.693517e-05,0.0044956505,-1.010485e-07,0.018664867,8.776784e-05,3.259629e-09,0.0016259104,0.0075608194,0.018918425,0.0008084327,0.01707378,0.014198482,-5.517155e-06,5.921349e-06,0.018782556,0.015867174,-1.14664435e-05,0.0014313608,0.0044561774,0.0035899132,0.009001613,0.0001411289,0.004581511,0.009315133,0.018968076,0.0032018423,0.012239188,2.1141022e-07,0.0029368699,0.017843574,0.0007736385,0.00028384477,2.9802322e-08,2.3011118e-05,0.0038783848,-2.6762486e-05,0.00022565573,0.00076007843,3.3918768e-06,6.3315034e-05,-6.2864274e-07,0.006588191,2.5521964e-05,0.027671069,0.011789948,0.013123423,0.012315929,-2.5387853e-06,0.0052366406,0.0029072016,-7.841736e-07,3.3043325e-06,0.008096904,-3.5390258e-08,0.0049215257,0.021235913,3.701076e-05,8.627772e-05,-3.1478703e-06,0.00046099722,0.004342541,-2.3450702e-06,0.0031036586,4.414469e-07,2.6058406e-05,-1.9855797e-05,-5.820766e-09,0.012871534,0.0061576664,-1.007691e-05,2.0954758e-08,3.878027e-06,0.011865377,0.009142309,0.010778487,-1.6242266e-06,0.026119173,1.5776604e-06,0.002820447,0.00050097704,0.0051131397,-2.6192516e-05,0.0053100735,0.015561461,0.0034394711,4.546717e-06,0.027932137,0.017422229,0.0087400675,0.013355851,4.703179e-08,0.004671335,0.016287059,0.00851962,0.015655845,0.0053179115,0.035097927,0.0004950091,0.00031679124,-3.1106174e-06,-5.122274e-09,0.018200517,-3.6325306e-05,0.00055217743,0.01791501,0.0008625984,0.00028870255,-1.1667609e-05,0.014716536,0.009633422,-7.683411e-09,3.989786e-05,0.0013994575,0.022465378,-2.597645e-05,2.3748726e-08,1.681596e-05,0.0036362559,0.013952464,-7.547438e-06,0.030928046,0.011159062,0.00012433529,0.020024776,0.020968825,0.011547059,0.018322587,0.000118397176,0.00018193573,0.017109662,-2.9094517e-06,0.010845542,-2.354756e-05,8.4131956e-05,0.0056404173,0.003193438,0.0113684535,0.0060468614,0.003071338,5.54882e-06,3.1106174e-07,3.380701e-06,2.430752e-07,0.010908484,1.828745e-05
D.126,0.012544811,0.0031662881,0.0010035187,0.0018794835,0.008903295,-1.3411045e-06,0.019689053,0.0077940226,0.00029712915,5.2381307e-05,5.1695853e-05,4.053116e-06,0.0047870874,0.008068085,2.6170164e-07,0.004246652,0.001975298,0.002565533,0.027026296,0.010947883,0.020696402,-7.6871365e-06,1.8782914e-05,3.556162e-05,0.007559061,-1.010485e-07,0.018664867,8.776784e-05,3.259629e-09,0.0015957654,0.0075211227,0.019028783,0.00074896216,0.00824514,0.013224959,-5.517155e-06,5.921349e-06,0.018782556,0.01579079,-1.14664435e-05,0.0014313608,0.0044561774,0.0037881732,0.009001613,0.0001566261,0.004711613,0.009429842,0.018384665,0.0032018423,0.012239188,2.1141022e-07,0.0029368699,0.017859817,0.0024127662,0.00046481192,3.5390258e-08,3.984198e-05,0.0038783848,-2.6762486e-05,0.0004912913,0.00076007843,3.9767474e-07,6.3315034e-05,-6.2864274e-07,0.006588191,2.412498e-05,0.02248022,0.011532187,0.013091415,0.012275785,-2.5387853e-06,0.0052366406,0.0029072016,-7.841736e-07,3.3043325e-06,0.008096904,-3.5390258e-08,0.0049215257,0.021235913,0.00029174238,8.627772e-05,-3.1478703e-06,0.00046099722,0.004342541,-2.3450702e-06,0.0031036586,4.414469e-07,2.6058406e-05,-1.9855797e-05,-5.820766e-09,0.012871534,0.0061576664,-1.007691e-05,2.0954758e-08,3.878027e-06,0.011865377,0.009142309,0.010778487,-1.6242266e-06,0.026119173,1.5776604e-06,0.002820447,0.00050097704,0.00522469,-2.6192516e-05,0.0053100735,0.015561461,0.0034394711,4.546717e-06,0.024627954,0.017422229,0.008709192,0.01328972,1.937151e-06,0.004671335,0.013511151,0.0039723665,0.012837142,0.0048451126,0.034635425,0.0004950091,0.00013703853,-3.1106174e-06,-5.122274e-09,0.018200517,-3.6325306e-05,0.00045593828,0.01791501,0.0009113103,0.00057900697,-1.1667609e-05,0.01535663,0.009633422,-7.683411e-09,5.4091215e-05,0.0013994575,0.022490233,-2.597645e-05,2.3748726e-08,1.681596e-05,0.0036362559,0.014059216,-7.547438e-06,0.030928046,0.011156946,6.47977e-05,0.020024776,0.020968825,0.011547059,0.03123191,0.000118397176,0.00016579777,0.02178216,-2.9094517e-06,0.01158154,-2.354756e-05,0.00016396493,0.005628079,0.003193438,0.0113684535,0.0060741305,0.0029972196,5.54882e-06,3.594905e-07,2.7809292e-06,2.4586916e-07,0.010908484,8.945912e-05
C.146,0.012544811,0.0005361587,0.00038465858,0.0015201718,0.008825779,-1.3411045e-06,0.016027093,0.0054837167,9.279698e-05,2.8740615e-05,4.6830624e-05,4.053116e-06,0.0038910806,0.008068085,9.974465e-07,0.004246652,0.001975298,0.00260593,0.027026296,0.010947883,0.020696402,-7.6871365e-06,1.8782914e-05,3.2410026e-07,0.0033272356,-1.010485e-07,0.018664867,8.776784e-05,3.259629e-09,0.001449883,0.0074874163,0.018965065,0.00045704842,0.0027515292,0.013207465,-5.517155e-06,5.921349e-06,0.018782556,0.015777528,-1.14664435e-05,0.0014313608,0.0044561774,0.0035696179,0.009001613,0.00019650906,0.0045248866,0.009235889,0.019250184,0.0032018423,0.012239188,2.1141022e-07,0.0029368699,0.01783678,0.0010527968,0.00033491105,8.1490725e-09,2.6583672e-05,0.0038783848,-2.6762486e-05,0.00023543835,0.00076007843,1.4360994e-06,6.3315034e-05,-6.2864274e-07,0.006588191,2.3886561e-05,0.017082423,0.011091232,0.013102949,0.01197198,-2.5387853e-06,0.0052366406,0.0029072016,-7.841736e-07,3.3043325e-06,0.008096904,-3.5390258e-08,0.0049215257,0.021235913,0.00017067045,8.627772e-05,-3.1478703e-06,0.00046099722,0.004342541,-2.3450702e-06,0.0031036586,4.414469e-07,2.6058406e-05,-1.9855797e-05,-5.820766e-09,0.012871534,0.0061576664,-1.007691e-05,2.0954758e-08,3.878027e-06,0.011865377,0.009142309,0.010778487,-1.6242266e-06,0.026119173,1.5776604e-06,0.002820447,0.00050097704,0.0067643225,-2.6192516e-05,0.0053100735,0.015561461,0.0034394711,4.546717e-06,0.020924032,0.017422229,0.008566916,0.013339877,1.1250377e-06,0.004671335,0.014187694,0.0060918927,0.0128647685,0.0051029325,0.034297854,0.0004950091,0.0003098622,-3.1106174e-06,-5.122274e-09,0.018200517,-3.6325306e-05,0.00046409667,0.01791501,0.0008544773,8.40649e-05,-1.1667609e-05,0.01352641,0.009633422,-7.683411e-09,1.47894025e-05,0.0013994575,0.021429628,-2.597645e-05,2.3748726e-08,1.681596e-05,0.0036362559,0.013878435,-7.547438e-06,0.030928046,0.011017203,5.0656497e-05,0.020024776,0.020968825,0.011547059,0.016056627,0.000118397176,0.00012199581,0.018331736,-2.9094517e-06,0.0110147,-2.354756e-05,9.8489225e-05,0.0052325875,0.003193438,0.0113684535,0.0061372817,0.0015144944,5.54882e-06,1.17812306e-07,1.4398247e-06,2.910383e-11,0.010908484,2.7570873e-05
D.127,0.012544811,0.0023118705,0.0012227148,0.0018026233,0.008953303,-1.3411045e-06,0.021810919,0.008105516,0.000892058,7.624552e-05,4.7113746e-05,4.053116e-06,0.0047264695,0.008068085,-8.940697e-08,0.004246652,0.001975298,0.0025975108,0.027026296,0.010947883,0.020696402,-7.6871365e-06,1.8782914e-05,5.852431e-06,0.005741179,-1.010485e-07,0.018664867,8.776784e-05,3.259629e-09,0.0015472174,0.007495314,0.019119024,0.0005958453,0.007121086,0.013188213,-5.517155e-06,5.921349e-06,0.018782556,0.01575908,-1.14664435e-05,0.0014313608,0.0044561774,0.0037679821,0.009001613,0.00020381808,0.004852876,0.009268075,0.018015563,0.0032018423,0.012239188,2.1141022e-07,0.0029368699,0.017838597,0.0017313063,0.00028386712,6.9849193e-09,3.0077994e-05,0.0038783848,-2.6762486e-05,0.0004883781,0.00076007843,0.0,6.3315034e-05,-6.2864274e-07,0.006588191,2.3562461e-05,0.020684779,0.011411518,0.013103515,0.012020469,-2.5387853e-06,0.0052366406,0.0029072016,-7.841736e-07,3.3043325e-06,0.008096904,-3.5390258e-08,0.0049215257,0.021235913,0.00011049211,8.627772e-05,-3.1478703e-06,0.00046099722,0.004342541,-2.3450702e-06,0.0031036586,4.414469e-07,2.6058406e-05,-1.9855797e-05,-5.820766e-09,0.012871534,0.0061576664,-1.007691e-05,2.0954758e-08,3.878027e-06,0.011865377,0.009142309,0.010778487,-1.6242266e-06,0.026119173,1.5776604e-06,0.002820447,0.00050097704,0.005814582,-2.6192516e-05,0.0053100735,0.015561461,0.0034394711,4.546717e-06,0.0220474,0.017422229,0.008632213,0.013269633,8.178875e-06,0.004671335,0.013198018,0.0039136857,0.012548506,0.0049607903,0.034478754,0.0004950091,8.710474e-05,-3.1106174e-06,-5.122274e-09,0.018200517,-3.6325306e-05,0.00059486926,0.01791501,0.00091312826,0.00037304312,-1.1667609e-05,0.015230566,0.009633422,-7.683411e-09,2.0276755e-05,0.0013994575,0.02170822,-2.597645e-05,2.3748726e-08,1.681596e-05,0.0036362559,0.014109731,-7.547438e-06,0.030928046,0.01119715,7.156655e-05,0.020024776,0.020968825,0.011547059,0.024117947,0.000118397176,0.00013940781,0.020728558,-2.9094517e-06,0.01139918,-2.354756e-05,0.00014023483,0.0053854883,0.003193438,0.0113684535,0.0061479807,0.00198251,5.54882e-06,2.9802322e-07,3.6563724e-06,1.359731e-07,0.010908484,6.382167e-05
B.241,0.012544811,0.0022914112,0.001011774,0.0016805828,0.008883506,-1.3411045e-06,0.017281532,0.009004772,0.00029343367,5.403906e-05,4.8775226e-05,4.053116e-06,0.0042264313,0.008068085,9.5926225e-08,0.004246652,0.001975298,0.0024848282,0.027026296,0.010947883,0.020696402,-7.6871365e-06,1.8782914e-05,8.855015e-06,0.005438626,-1.010485e-07,0.018664867,8.776784e-05,3.259629e-09,0.0016041249,0.007527411,0.019027948,0.00040473044,0.007449627,0.014115006,-5.517155e-06,5.921349e-06,0.018782556,0.015796274,-1.14664435e-05,0.0014313608,0.0044561774,0.0036390126,0.009001613,0.00019369274,0.0047225505,0.00928089,0.017810851,0.0032018423,0.012239188,2.1141022e-07,0.0029368699,0.017844766,0.0016834736,0.00043274462,5.122274e-08,4.2006373e-05,0.0038783848,-2.6762486e-05,0.00035390258,0.00076007843,3.1571835e-07,6.3315034e-05,-6.2864274e-07,0.006588191,2.4221838e-05,0.019994527,0.011602998,0.013108999,0.01219514,-2.5387853e-06,0.0052366406,0.0029072016,-7.841736e-07,3.3043325e-06,0.008096904,-3.5390258e-08,0.0049215257,0.021235913,6.7949295e-05,8.627772e-05,-3.1478703e-06,0.00046099722,0.004342541,-2.3450702e-06,0.0031036586,4.414469e-07,2.6058406e-05,-1.9855797e-05,-5.820766e-09,0.012871534,0.0061576664,-1.007691e-05,2.0954758e-08,3.878027e-06,0.011865377,0.009142309,0.010778487,-1.6242266e-06,0.026119173,1.5776604e-06,0.002820447,0.00050097704,0.0060421526,-2.6192516e-05,0.0053100735,0.015561461,0.0034394711,4.546717e-06,0.026530892,0.017422229,0.008585125,0.013332635,7.7448785e-06,0.004671335,0.013782382,0.005458176,0.012634277,0.004910633,0.034042567,0.0004950091,9.573251e-05,-3.1106174e-06,-5.122274e-09,0.018200517,-3.6325306e-05,0.00062306225,0.01791501,0.00092951953,0.00023480505,-1.1667609e-05,0.014305472,0.009633422,-7.683411e-09,4.7035515e-05,0.0013994575,0.02227968,-2.597645e-05,2.3748726e-08,1.681596e-05,0.0036362559,0.013907492,-7.547438e-06,0.030928046,0.011008054,3.528595e-05,0.020024776,0.020968825,0.011547059,0.025787234,0.000118397176,0.00015639514,0.021773249,-2.9094517e-06,0.011549741,-2.354756e-05,0.00015801936,0.005603075,0.003193438,0.0113684535,0.0061331093,0.002803415,5.54882e-06,2.803281e-07,2.0544976e-06,9.778887e-09,0.010908484,8.226186e-05
A.365,0.012544811,0.0021103323,0.0011183769,0.0018063337,0.008862644,-1.3411045e-06,0.019425541,0.010042399,0.00012475997,6.168708e-05,5.207956e-05,4.053116e-06,0.0043994933,0.008068085,5.3085387e-08,0.004246652,0.001975298,0.002658248,0.027026296,0.010947883,0.020696402,-7.6871365e-06,1.8782914e-05,0.00019010156,0.006819546,-1.010485e-07,0.018664867,8.776784e-05,3.259629e-09,0.0016346276,0.007564336,0.018978864,0.0005133152,0.0042560697,0.014650673,-5.517155e-06,5.921349e-06,0.018782556,0.015840173,-1.14664435e-05,0.0014313608,0.0044561774,0.0035828054,0.009001613,0.00013481826,0.004770547,0.009398878,0.017865092,0.0032018423,0.012239188,2.1141022e-07,0.0029368699,0.017870814,0.0025482625,0.00082950294,2.5238842e-07,6.368011e-05,0.0038783848,-2.6762486e-05,0.00037246943,0.00076007843,1.2489036e-06,6.3315034e-05,-6.2864274e-07,0.006588191,2.5022775e-05,0.02294901,0.011864394,0.013109952,0.012434602,-2.5387853e-06,0.0052366406,0.0029072016,-7.841736e-07,3.3043325e-06,0.008096904,-3.5390258e-08,0.0049215257,0.021235913,0.00018119067,8.627772e-05,-3.1478703e-06,0.00046099722,0.004342541,-2.3450702e-06,0.0031036586,4.414469e-07,2.6058406e-05,-1.9855797e-05,-5.820766e-09,0.012871534,0.0061576664,-1.007691e-05,2.0954758e-08,3.878027e-06,0.011865377,0.009142309,0.010778487,-1.6242266e-06,0.026119173,1.5776604e-06,0.002820447,0.00050097704,0.0077739656,-2.6192516e-05,0.0053100735,0.015561461,0.0034394711,4.546717e-06,0.029565841,0.017422229,0.008605659,0.01346755,1.9744039e-05,0.004671335,0.014618725,0.0065993667,0.013514519,0.005213052,0.034699082,0.0004950091,0.00027354062,-3.1106174e-06,-5.122274e-09,0.018200517,-3.6325306e-05,0.00066554546,0.01791501,0.00089134276,0.00057294965,-1.1667609e-05,0.015329212,0.009633422,-7.683411e-09,0.00011944026,0.0013994575,0.023081154,-2.597645e-05,2.3748726e-08,1.681596e-05,0.0036362559,0.014012277,-7.547438e-06,0.030928046,0.011119723,5.9328973e-05,0.020024776,0.020968825,0.011547059,0.030620843,0.000118397176,0.00018011779,0.021640718,-2.9094517e-06,0.011536181,-2.354756e-05,0.00015673041,0.0059547722,0.003193438,0.0113684535,0.0060352087,0.004358813,5.54882e-06,4.414469e-07,1.3988465e-06,8.1490725e-10,0.010908484,8.098036e-05
B.242,0.012544811,0.0017144233,0.000505507,0.0017390698,0.008707285,-1.3411045e-06,0.018807948,0.009824753,-1.6521662e-06,6.005913e-05,5.0224364e-05,4.053116e-06,0.004102871,0.008068085,4.4703484e-07,0.004246652,0.001975298,0.0024482757,0.027026296,0.010947883,0.020696402,-7.6871365e-06,1.8782914e-05,2.4447218e-09,0.006469488,-1.010485e-07,0.018664867,8.776784e-05,3.259629e-09,0.0015327781,0.0075190365,0.01880297,0.0005094111,0.005147457,0.013804793,-5.517155e-06,5.921349e-06,0.018782556,0.01580745,-1.14664435e-05,0.0014313608,0.0044561774,0.0038568228,0.009001613,0.0001180619,0.004760653,0.0094486475,0.017762661,0.0032018423,0.012239188,2.1141022e-07,0.0029368699,0.017899424,0.0010429174,0.0004711151,5.3551048e-08,5.121529e-05,0.0038783848,-2.6762486e-05,0.00014284998,0.00076007843,1.4033169e-05,6.3315034e-05,-6.2864274e-07,0.006588191,2.4426728e-05,0.023075283,0.0117459,0.013125867,0.012018293,-2.5387853e-06,0.0052366406,0.0029072016,-7.841736e-07,3.3043325e-06,0.008096904,-3.5390258e-08,0.0049215257,0.021235913,0.0005813688,8.627772e-05,-3.1478703e-06,0.00046099722,0.004342541,-2.3450702e-06,0.0031036586,4.414469e-07,2.6058406e-05,-1.9855797e-05,-5.820766e-09,0.012871534,0.0061576664,-1.007691e-05,2.0954758e-08,3.878027e-06,0.011865377,0.009142309,0.010778487,-1.6242266e-06,0.026119173,1.5776604e-06,0.002820447,0.00050097704,0.0064591765,-2.6192516e-05,0.0053100735,0.015561461,0.0034394711,4.546717e-06,0.023520768,0.017422229,0.008566797,0.013463646,4.703179e-06,0.004671335,0.014933139,0.005763352,0.0143227875,0.004791811,0.035857677,0.0004950091,2.9239804e-05,-3.1106174e-06,-5.122274e-09,0.018200517,-3.6325306e-05,0.00041421503,0.01791501,0.00086683035,0.00054734945,-1.1667609e-05,0.015621185,0.009633422,-7.683411e-09,0.000100813806,0.0013994575,0.02291885,-2.597645e-05,2.3748726e-08,1.681596e-05,0.0036362559,0.014121741,-7.547438e-06,0.030928046,0.011269361,0.00012373179,0.020024776,0.020968825,0.011547059,0.031342894,0.000118397176,0.00017639995,0.022598207,-2.9094517e-06,0.011710286,-2.354756e-05,0.00018129498,0.005892068,0.003193438,0.0113684535,0.0060025454,0.004048988,5.54882e-06,1.7415732e-07,1.7434359e-06,2.561137e-08,0.010908484,0.00010983646
